Title,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%
4030,53,1,0,27,7,0,0,0,0.855,0.005,0.0,0.37,0.123,0.0,0.0,0.0
4031,10,171,69,35,33,102,139,39,0.161,0.94,0.932,0.479,0.579,0.944,0.903,0.951
4032,9,0,0,27,8,0,0,0,0.145,0.0,0.0,0.37,0.14,0.0,0.0,0.0
4033,15,4,0,59,10,0,0,0,0.242,0.022,0.0,0.808,0.175,0.0,0.0,0.0
4034,18,163,0,50,20,3,1,5,0.29,0.896,0.0,0.685,0.351,0.028,0.006,0.122
4035,5,5,1,41,19,12,7,34,0.081,0.027,0.014,0.562,0.333,0.111,0.045,0.829
4036,1,6,69,0,13,13,133,39,0.016,0.033,0.932,0.0,0.228,0.12,0.864,0.951
4037,61,169,69,53,24,103,138,39,0.984,0.929,0.932,0.726,0.421,0.954,0.896,0.951
4038,56,162,69,42,30,91,135,37,0.903,0.89,0.932,0.575,0.526,0.843,0.877,0.902
4039,2,9,69,24,18,43,15,39,0.032,0.049,0.932,0.329,0.316,0.398,0.097,0.951
4040,0,2,69,0,15,55,137,39,0.0,0.011,0.932,0.0,0.263,0.509,0.89,0.951
4041,56,159,0,12,24,15,28,0,0.903,0.874,0.0,0.164,0.421,0.139,0.182,0.0
4042,53,160,69,58,34,100,138,37,0.855,0.879,0.932,0.795,0.596,0.926,0.896,0.902
4043,0,1,69,0,18,18,4,39,0.0,0.005,0.932,0.0,0.316,0.167,0.026,0.951
4044,0,3,69,0,15,30,137,37,0.0,0.016,0.932,0.0,0.263,0.278,0.89,0.902
4045,0,1,69,1,17,92,138,38,0.0,0.005,0.932,0.014,0.298,0.852,0.896,0.927
4046,61,162,69,46,28,100,137,1,0.984,0.89,0.932,0.63,0.491,0.926,0.89,0.024
4047,58,168,1,43,27,8,7,0,0.935,0.923,0.014,0.589,0.474,0.074,0.045,0.0
4048,47,3,68,12,18,99,139,38,0.758,0.016,0.919,0.164,0.316,0.917,0.903,0.927
4049,0,1,69,1,17,73,139,39,0.0,0.005,0.932,0.014,0.298,0.676,0.903,0.951
4050,0,5,69,1,19,72,139,39,0.0,0.027,0.932,0.014,0.333,0.667,0.903,0.951
4051,55,7,69,43,24,100,138,36,0.887,0.038,0.932,0.589,0.421,0.926,0.896,0.878
4052,1,1,0,0,9,4,134,32,0.016,0.005,0.0,0.0,0.158,0.037,0.87,0.78
4053,7,0,0,3,4,1,0,1,0.113,0.0,0.0,0.041,0.07,0.009,0.0,0.024
4054,8,0,0,4,3,0,0,1,0.129,0.0,0.0,0.055,0.053,0.0,0.0,0.024
4055,8,4,0,43,13,0,0,1,0.129,0.022,0.0,0.589,0.228,0.0,0.0,0.024
4056,5,5,0,41,20,8,1,34,0.081,0.027,0.0,0.562,0.351,0.074,0.006,0.829
4057,10,5,0,50,15,1,0,1,0.161,0.027,0.0,0.685,0.263,0.009,0.0,0.024
4058,54,5,0,50,15,1,1,2,0.871,0.027,0.0,0.685,0.263,0.009,0.006,0.049
4059,55,168,0,10,26,97,139,10,0.887,0.923,0.0,0.137,0.456,0.898,0.903,0.244
4060,58,170,69,53,25,103,138,39,0.935,0.934,0.932,0.726,0.439,0.954,0.896,0.951
4061,52,165,0,59,27,4,0,0,0.839,0.907,0.0,0.808,0.474,0.037,0.0,0.0
4062,53,164,0,59,27,4,1,0,0.855,0.901,0.0,0.808,0.474,0.037,0.006,0.0
4063,1,7,69,19,21,89,138,39,0.016,0.038,0.932,0.26,0.368,0.824,0.896,0.951
4064,40,0,0,4,4,0,0,0,0.645,0.0,0.0,0.055,0.07,0.0,0.0,0.0
4065,12,158,0,49,19,6,0,0,0.194,0.868,0.0,0.671,0.333,0.056,0.0,0.0
4066,56,172,69,44,35,103,139,39,0.903,0.945,0.932,0.603,0.614,0.954,0.903,0.951
4067,4,10,69,1,17,91,136,39,0.065,0.055,0.932,0.014,0.298,0.843,0.883,0.951
4068,0,9,69,1,17,73,139,39,0.0,0.049,0.932,0.014,0.298,0.676,0.903,0.951
4069,0,3,69,1,17,95,138,39,0.0,0.016,0.932,0.014,0.298,0.88,0.896,0.951
4070,0,10,69,1,15,16,137,39,0.0,0.055,0.932,0.014,0.263,0.148,0.89,0.951
4071,61,168,1,19,26,99,139,9,0.984,0.923,0.014,0.26,0.456,0.917,0.903,0.22
4072,50,168,0,39,25,61,91,0,0.806,0.923,0.0,0.534,0.439,0.565,0.591,0.0
4073,54,172,71,61,31,91,97,9,0.871,0.945,0.959,0.836,0.544,0.843,0.63,0.22
4074,4,170,6,20,27,5,0,0,0.065,0.934,0.081,0.274,0.474,0.046,0.0,0.0
4075,57,174,70,37,31,103,142,39,0.919,0.956,0.946,0.507,0.544,0.954,0.922,0.951
4076,50,171,70,1,32,103,142,39,0.806,0.94,0.946,0.014,0.561,0.954,0.922,0.951
4077,56,174,70,50,33,103,142,39,0.903,0.956,0.946,0.685,0.579,0.954,0.922,0.951
4078,63,174,70,54,36,103,142,39,1.016,0.956,0.946,0.74,0.632,0.954,0.922,0.951
4079,52,168,1,39,17,82,140,0,0.839,0.923,0.014,0.534,0.298,0.759,0.909,0.0
4080,55,166,70,0,29,102,142,39,0.887,0.912,0.946,0.0,0.509,0.944,0.922,0.951
4081,57,174,70,48,33,103,142,39,0.919,0.956,0.946,0.658,0.579,0.954,0.922,0.951
4082,10,170,66,1,30,90,142,39,0.161,0.934,0.892,0.014,0.526,0.833,0.922,0.951
4083,14,170,66,10,30,91,142,39,0.226,0.934,0.892,0.137,0.526,0.843,0.922,0.951
4084,54,174,66,52,36,91,142,39,0.871,0.956,0.892,0.712,0.632,0.843,0.922,0.951
4085,61,174,70,61,35,103,142,39,0.984,0.956,0.946,0.836,0.614,0.954,0.922,0.951
4086,53,171,70,5,28,103,142,39,0.855,0.94,0.946,0.068,0.491,0.954,0.922,0.951
4087,59,171,70,0,28,103,142,36,0.952,0.94,0.946,0.0,0.491,0.954,0.922,0.878
4088,57,171,70,34,33,103,142,39,0.919,0.94,0.946,0.466,0.579,0.954,0.922,0.951
4089,10,11,0,62,10,0,1,0,0.161,0.06,0.0,0.849,0.175,0.0,0.006,0.0
4090,58,174,70,56,36,103,142,37,0.935,0.956,0.946,0.767,0.632,0.954,0.922,0.902
4091,59,169,2,16,16,82,140,6,0.952,0.929,0.027,0.219,0.281,0.759,0.909,0.146
4092,61,174,70,59,34,103,142,37,0.984,0.956,0.946,0.808,0.596,0.954,0.922,0.902
4093,56,171,70,2,27,103,142,0,0.903,0.94,0.946,0.027,0.474,0.954,0.922,0.0
4094,60,174,69,59,34,103,142,37,0.968,0.956,0.932,0.808,0.596,0.954,0.922,0.902
4095,53,171,70,1,28,103,142,33,0.855,0.94,0.946,0.014,0.491,0.954,0.922,0.805
4096,53,171,70,0,28,102,142,33,0.855,0.94,0.946,0.0,0.491,0.944,0.922,0.805
4097,56,170,0,10,16,100,141,0,0.903,0.934,0.0,0.137,0.281,0.926,0.916,0.0
4098,57,174,70,54,35,103,142,37,0.919,0.956,0.946,0.74,0.614,0.954,0.922,0.902
4099,53,170,1,5,14,83,140,1,0.855,0.934,0.014,0.068,0.246,0.769,0.909,0.024
4100,1,1,70,34,24,22,2,39,0.016,0.005,0.946,0.466,0.421,0.204,0.013,0.951
4101,59,174,70,54,35,102,142,39,0.952,0.956,0.946,0.74,0.614,0.944,0.922,0.951
4102,63,173,0,38,17,81,140,0,1.016,0.951,0.0,0.521,0.298,0.75,0.909,0.0
4103,9,169,49,5,15,92,3,37,0.145,0.929,0.662,0.068,0.263,0.852,0.019,0.902
4104,57,174,70,57,35,103,142,39,0.919,0.956,0.946,0.781,0.614,0.954,0.922,0.951
4105,55,171,70,0,28,103,142,39,0.887,0.94,0.946,0.0,0.491,0.954,0.922,0.951
4106,52,171,70,0,26,103,142,0,0.839,0.94,0.946,0.0,0.456,0.954,0.922,0.0
4107,1,0,66,27,14,2,4,39,0.016,0.0,0.892,0.37,0.246,0.019,0.026,0.951
4108,54,171,71,1,28,103,137,6,0.871,0.94,0.959,0.014,0.491,0.954,0.89,0.146
4109,6,8,5,61,24,1,4,39,0.097,0.044,0.068,0.836,0.421,0.009,0.026,0.951
4110,4,2,6,26,21,1,2,39,0.065,0.011,0.081,0.356,0.368,0.009,0.013,0.951
4111,56,171,70,22,32,91,141,34,0.903,0.94,0.946,0.301,0.561,0.843,0.916,0.829
4112,56,171,70,21,32,103,141,36,0.903,0.94,0.946,0.288,0.561,0.954,0.916,0.878
4113,37,160,70,1,27,85,139,28,0.597,0.879,0.946,0.014,0.474,0.787,0.903,0.683
4114,59,174,70,52,33,103,142,38,0.952,0.956,0.946,0.712,0.579,0.954,0.922,0.927
4115,6,6,66,23,14,46,141,39,0.097,0.033,0.892,0.315,0.246,0.426,0.916,0.951
4116,2,1,70,19,18,2,2,39,0.032,0.005,0.946,0.26,0.316,0.019,0.013,0.951
4117,4,2,6,28,22,2,3,39,0.065,0.011,0.081,0.384,0.386,0.019,0.019,0.951
4118,57,160,70,46,34,97,137,36,0.919,0.879,0.946,0.63,0.596,0.898,0.89,0.878
4119,2,162,69,1,29,102,141,39,0.032,0.89,0.932,0.014,0.509,0.944,0.916,0.951
4120,1,1,65,5,12,14,20,39,0.016,0.005,0.878,0.068,0.211,0.13,0.13,0.951
4121,1,1,0,1,8,0,0,35,0.016,0.005,0.0,0.014,0.14,0.0,0.0,0.854
4122,1,0,6,33,17,0,0,39,0.016,0.0,0.081,0.452,0.298,0.0,0.0,0.951
4123,1,0,66,2,11,2,1,39,0.016,0.0,0.892,0.027,0.193,0.019,0.006,0.951
4124,0,1,8,5,15,1,4,31,0.0,0.005,0.108,0.068,0.263,0.009,0.026,0.756
4125,53,174,4,51,34,102,137,39,0.855,0.956,0.054,0.699,0.596,0.944,0.89,0.951
4126,52,170,70,1,30,103,140,39,0.839,0.934,0.946,0.014,0.526,0.954,0.909,0.951
4127,52,174,4,45,34,102,137,39,0.839,0.956,0.054,0.616,0.596,0.944,0.89,0.951
4128,51,171,70,0,27,103,139,37,0.823,0.94,0.946,0.0,0.474,0.954,0.903,0.902
4129,47,170,67,1,25,103,139,7,0.758,0.934,0.905,0.014,0.439,0.954,0.903,0.171
4130,54,167,5,18,26,15,8,0,0.871,0.918,0.068,0.247,0.456,0.139,0.052,0.0
4131,56,174,69,44,31,103,141,36,0.903,0.956,0.932,0.603,0.544,0.954,0.916,0.878
4132,51,167,4,2,23,16,14,0,0.823,0.918,0.054,0.027,0.404,0.148,0.091,0.0
4133,55,174,68,46,29,101,139,0,0.887,0.956,0.919,0.63,0.509,0.935,0.903,0.0
4134,54,174,5,24,29,102,139,39,0.871,0.956,0.068,0.329,0.509,0.944,0.903,0.951
4135,52,174,66,54,33,102,139,6,0.839,0.956,0.892,0.74,0.579,0.944,0.903,0.146
4136,4,0,0,36,14,0,0,36,0.065,0.0,0.0,0.493,0.246,0.0,0.0,0.878
4137,54,172,67,27,18,102,136,13,0.871,0.945,0.905,0.37,0.316,0.944,0.883,0.317
4138,1,1,0,33,13,0,2,28,0.016,0.005,0.0,0.452,0.228,0.0,0.013,0.683
4139,62,161,4,61,30,3,2,0,1.0,0.885,0.054,0.836,0.526,0.028,0.013,0.0
4140,40,162,70,0,21,100,3,2,0.645,0.89,0.946,0.0,0.368,0.926,0.019,0.049
4141,58,173,71,42,27,103,138,29,0.935,0.951,0.959,0.575,0.474,0.954,0.896,0.707
4142,56,173,71,24,25,103,136,16,0.903,0.951,0.959,0.329,0.439,0.954,0.883,0.39
4143,1,0,0,21,11,0,0,16,0.016,0.0,0.0,0.288,0.193,0.0,0.0,0.39
4144,2,1,6,37,20,1,1,23,0.032,0.005,0.081,0.507,0.351,0.009,0.006,0.561
4145,57,173,69,27,25,103,135,20,0.919,0.951,0.932,0.37,0.439,0.954,0.877,0.488
4146,7,3,2,62,10,0,0,0,0.113,0.016,0.027,0.849,0.175,0.0,0.0,0.0
4147,49,173,71,25,25,103,137,2,0.79,0.951,0.959,0.342,0.439,0.954,0.89,0.049
4148,56,171,71,24,25,103,137,3,0.903,0.94,0.959,0.329,0.439,0.954,0.89,0.073
4149,57,173,71,26,25,103,136,2,0.919,0.951,0.959,0.356,0.439,0.954,0.883,0.049
4150,57,173,70,26,22,103,135,3,0.919,0.951,0.946,0.356,0.386,0.954,0.877,0.073
4151,3,0,2,22,13,0,1,33,0.048,0.0,0.027,0.301,0.228,0.0,0.006,0.805
4152,52,169,66,1,16,102,136,3,0.839,0.929,0.892,0.014,0.281,0.944,0.883,0.073
4153,4,0,1,20,12,0,1,37,0.065,0.0,0.014,0.274,0.211,0.0,0.006,0.902
4154,55,170,71,1,20,103,136,2,0.887,0.934,0.959,0.014,0.351,0.954,0.883,0.049
4155,57,173,71,26,25,103,138,21,0.919,0.951,0.959,0.356,0.439,0.954,0.896,0.512
4156,56,173,70,45,29,103,136,15,0.903,0.951,0.946,0.616,0.509,0.954,0.883,0.366
4157,8,3,0,62,10,0,1,0,0.129,0.016,0.0,0.849,0.175,0.0,0.006,0.0
4158,0,0,0,4,8,0,6,37,0.0,0.0,0.0,0.055,0.14,0.0,0.039,0.902
4159,1,0,0,3,10,0,8,37,0.016,0.0,0.0,0.041,0.175,0.0,0.052,0.902
4160,52,164,71,25,14,98,132,14,0.839,0.901,0.959,0.342,0.246,0.907,0.857,0.341
4161,57,173,71,41,26,103,136,16,0.919,0.951,0.959,0.562,0.456,0.954,0.883,0.39
4162,57,172,70,25,25,103,134,13,0.919,0.945,0.946,0.342,0.439,0.954,0.87,0.317
4163,6,3,0,61,14,0,3,37,0.097,0.016,0.0,0.836,0.246,0.0,0.019,0.902
4164,5,2,0,34,19,0,0,1,0.081,0.011,0.0,0.466,0.333,0.0,0.0,0.024
4165,58,172,70,57,30,102,136,14,0.935,0.945,0.946,0.781,0.526,0.944,0.883,0.341
4166,55,165,70,3,23,98,134,3,0.887,0.907,0.946,0.041,0.404,0.907,0.87,0.073
4167,57,173,71,24,25,103,136,16,0.919,0.951,0.959,0.329,0.439,0.954,0.883,0.39
4168,57,173,71,24,25,103,133,2,0.919,0.951,0.959,0.329,0.439,0.954,0.864,0.049
4169,10,3,0,62,10,0,3,1,0.161,0.016,0.0,0.849,0.175,0.0,0.019,0.024
4170,55,173,70,26,25,103,138,12,0.887,0.951,0.946,0.356,0.439,0.954,0.896,0.293
4171,0,0,0,1,7,0,0,38,0.0,0.0,0.0,0.014,0.123,0.0,0.0,0.927
4172,50,0,0,39,9,0,0,0,0.806,0.0,0.0,0.534,0.158,0.0,0.0,0.0
4173,3,18,71,1,17,18,136,39,0.048,0.099,0.959,0.014,0.298,0.167,0.883,0.951
4174,0,0,67,1,12,1,7,33,0.0,0.0,0.905,0.014,0.211,0.009,0.045,0.805
4175,9,3,0,60,8,0,1,0,0.145,0.016,0.0,0.822,0.14,0.0,0.006,0.0
4176,2,10,70,19,18,21,25,39,0.032,0.055,0.946,0.26,0.316,0.194,0.162,0.951
4177,8,171,71,44,34,102,139,39,0.129,0.94,0.959,0.603,0.596,0.944,0.903,0.951
4178,5,22,71,25,19,99,139,39,0.081,0.121,0.959,0.342,0.333,0.917,0.903,0.951
4179,4,18,71,2,18,11,46,37,0.065,0.099,0.959,0.027,0.316,0.102,0.299,0.902
4180,8,18,71,2,18,8,52,39,0.129,0.099,0.959,0.027,0.316,0.074,0.338,0.951
4181,54,0,0,39,9,0,1,0,0.871,0.0,0.0,0.534,0.158,0.0,0.006,0.0
4182,58,171,2,61,22,82,2,1,0.935,0.94,0.027,0.836,0.386,0.759,0.013,0.024
4183,0,6,71,2,19,4,137,39,0.0,0.033,0.959,0.027,0.333,0.037,0.89,0.951
4184,4,1,71,37,20,2,7,39,0.065,0.005,0.959,0.507,0.351,0.019,0.045,0.951
4185,0,0,67,2,12,1,20,39,0.0,0.0,0.905,0.027,0.211,0.009,0.13,0.951
4186,0,3,71,2,18,5,22,38,0.0,0.016,0.959,0.027,0.316,0.046,0.143,0.927
4187,0,1,71,2,14,5,23,38,0.0,0.005,0.959,0.027,0.246,0.046,0.149,0.927
4188,2,15,71,2,16,12,137,39,0.032,0.082,0.959,0.027,0.281,0.111,0.89,0.951
4189,8,166,7,44,28,99,136,39,0.129,0.912,0.095,0.603,0.491,0.917,0.883,0.951
4190,0,13,71,2,18,7,36,38,0.0,0.071,0.959,0.027,0.316,0.065,0.234,0.927
4191,0,12,71,2,20,7,44,38,0.0,0.066,0.959,0.027,0.351,0.065,0.286,0.927
4192,0,16,71,5,18,7,50,38,0.0,0.088,0.959,0.068,0.316,0.065,0.325,0.927
4193,0,16,71,2,18,8,58,38,0.0,0.088,0.959,0.027,0.316,0.074,0.377,0.927
4194,0,4,71,3,12,4,2,36,0.0,0.022,0.959,0.041,0.211,0.037,0.013,0.878
4195,5,169,71,20,35,102,137,39,0.081,0.929,0.959,0.274,0.614,0.944,0.89,0.951
4196,1,7,70,1,17,6,4,37,0.016,0.038,0.946,0.014,0.298,0.056,0.026,0.902
4197,6,172,71,25,29,102,137,39,0.097,0.945,0.959,0.342,0.509,0.944,0.89,0.951
4198,0,5,1,1,11,2,10,38,0.0,0.027,0.014,0.014,0.193,0.019,0.065,0.927
4199,60,172,70,43,31,103,138,39,0.968,0.945,0.946,0.589,0.544,0.954,0.896,0.951
4200,2,8,69,19,23,11,130,39,0.032,0.044,0.932,0.26,0.404,0.102,0.844,0.951
4201,59,173,70,44,36,82,137,39,0.952,0.951,0.946,0.603,0.632,0.759,0.89,0.951
4202,0,3,68,1,13,8,12,34,0.0,0.016,0.919,0.014,0.228,0.074,0.078,0.829
4203,4,13,71,20,21,16,39,39,0.065,0.071,0.959,0.274,0.368,0.148,0.253,0.951
4204,1,164,71,1,28,102,139,39,0.016,0.901,0.959,0.014,0.491,0.944,0.903,0.951
4205,59,170,0,61,22,81,4,8,0.952,0.934,0.0,0.836,0.386,0.75,0.026,0.195
4206,51,11,71,19,21,20,138,39,0.823,0.06,0.959,0.26,0.368,0.185,0.896,0.951
4207,4,166,71,1,29,102,139,39,0.065,0.912,0.959,0.014,0.509,0.944,0.903,0.951
4208,62,171,71,61,36,103,139,39,1.0,0.94,0.959,0.836,0.632,0.954,0.903,0.951
4209,60,168,71,0,32,103,138,39,0.968,0.923,0.959,0.0,0.561,0.954,0.896,0.951
4210,59,4,71,1,16,34,17,39,0.952,0.022,0.959,0.014,0.281,0.315,0.11,0.951
4211,4,10,71,1,16,12,135,39,0.065,0.055,0.959,0.014,0.281,0.111,0.877,0.951
4212,0,0,67,1,13,9,17,39,0.0,0.0,0.905,0.014,0.228,0.083,0.11,0.951
4213,3,2,71,1,18,26,32,39,0.048,0.011,0.959,0.014,0.316,0.241,0.208,0.951
4214,4,8,71,1,20,4,20,38,0.065,0.044,0.959,0.014,0.351,0.037,0.13,0.927
4215,4,0,66,1,13,3,14,33,0.065,0.0,0.892,0.014,0.228,0.028,0.091,0.805
4216,59,149,71,38,33,101,139,39,0.952,0.819,0.959,0.521,0.579,0.935,0.903,0.951
4217,6,23,67,2,14,93,139,39,0.097,0.126,0.905,0.027,0.246,0.861,0.903,0.951
4218,2,15,8,19,18,10,138,39,0.032,0.082,0.108,0.26,0.316,0.093,0.896,0.951
4219,1,16,71,5,17,6,21,39,0.016,0.088,0.959,0.068,0.298,0.056,0.136,0.951
4220,4,167,71,0,31,102,139,39,0.065,0.918,0.959,0.0,0.544,0.944,0.903,0.951
4221,62,170,71,43,30,103,139,35,1.0,0.934,0.959,0.589,0.526,0.954,0.903,0.854
4222,59,170,71,60,35,103,139,39,0.952,0.934,0.959,0.822,0.614,0.954,0.903,0.951
4223,59,173,71,28,29,103,140,38,0.952,0.951,0.959,0.384,0.509,0.954,0.909,0.927
4224,56,174,71,48,33,103,141,38,0.903,0.956,0.959,0.658,0.579,0.954,0.916,0.927
4225,4,165,5,18,27,101,138,26,0.065,0.907,0.068,0.247,0.474,0.935,0.896,0.634
4226,27,10,0,64,9,1,0,0,0.435,0.055,0.0,0.877,0.158,0.009,0.0,0.0
4227,59,5,0,57,8,3,0,0,0.952,0.027,0.0,0.781,0.14,0.028,0.0,0.0
4228,49,173,70,43,33,103,141,38,0.79,0.951,0.946,0.589,0.579,0.954,0.916,0.927
4229,6,169,71,1,27,102,141,38,0.097,0.929,0.959,0.014,0.474,0.944,0.916,0.927
4230,60,171,71,35,33,103,141,35,0.968,0.94,0.959,0.479,0.579,0.954,0.916,0.854
4231,59,171,71,36,30,103,140,0,0.952,0.94,0.959,0.493,0.526,0.954,0.909,0.0
4232,46,169,69,1,31,101,137,39,0.742,0.929,0.932,0.014,0.544,0.935,0.89,0.951
4233,4,17,69,1,21,91,136,37,0.065,0.093,0.932,0.014,0.368,0.843,0.883,0.902
4234,58,167,71,52,33,102,136,38,0.935,0.918,0.959,0.712,0.579,0.944,0.883,0.927
4235,54,161,4,58,30,93,137,39,0.871,0.885,0.054,0.795,0.526,0.861,0.89,0.951
4236,57,168,67,30,27,94,8,39,0.919,0.923,0.905,0.411,0.474,0.87,0.052,0.951
4237,55,18,67,26,11,93,6,39,0.887,0.099,0.905,0.356,0.193,0.861,0.039,0.951
4238,55,167,5,59,33,93,139,39,0.887,0.918,0.068,0.808,0.579,0.861,0.903,0.951
4239,10,171,5,62,31,101,139,36,0.161,0.94,0.068,0.849,0.544,0.935,0.903,0.878
4240,4,168,70,4,28,101,142,39,0.065,0.923,0.946,0.055,0.491,0.935,0.922,0.951
4241,53,171,6,27,23,94,139,3,0.855,0.94,0.081,0.37,0.404,0.87,0.903,0.073
4242,22,168,71,12,28,101,138,39,0.355,0.923,0.959,0.164,0.491,0.935,0.896,0.951
4243,59,170,4,57,29,100,138,1,0.952,0.934,0.054,0.781,0.509,0.926,0.896,0.024
4244,56,8,67,44,11,3,1,0,0.903,0.044,0.905,0.603,0.193,0.028,0.006,0.0
4245,51,145,1,61,30,49,43,6,0.823,0.797,0.014,0.836,0.526,0.454,0.279,0.146
4246,11,167,70,15,30,101,142,39,0.177,0.918,0.946,0.205,0.526,0.935,0.922,0.951
4247,56,167,4,33,28,94,139,1,0.903,0.918,0.054,0.452,0.491,0.87,0.903,0.024
4248,55,172,6,60,29,96,137,18,0.887,0.945,0.081,0.822,0.509,0.889,0.89,0.439
4249,57,169,71,22,35,16,134,39,0.919,0.929,0.959,0.301,0.614,0.148,0.87,0.951
4250,55,171,71,32,31,97,142,39,0.887,0.94,0.959,0.438,0.544,0.898,0.922,0.951
4251,0,2,70,4,18,10,133,38,0.0,0.011,0.946,0.055,0.316,0.093,0.864,0.927
4252,9,166,7,45,31,87,139,1,0.145,0.912,0.095,0.616,0.544,0.806,0.903,0.024
4253,4,13,70,1,18,12,11,39,0.065,0.071,0.946,0.014,0.316,0.111,0.071,0.951
4254,13,171,6,56,28,86,139,0,0.21,0.94,0.081,0.767,0.491,0.796,0.903,0.0
4255,3,18,71,1,19,7,15,38,0.048,0.099,0.959,0.014,0.333,0.065,0.097,0.927
4256,58,171,71,46,35,94,142,38,0.935,0.94,0.959,0.63,0.614,0.87,0.922,0.927
4257,59,167,71,49,35,102,142,39,0.952,0.918,0.959,0.671,0.614,0.944,0.922,0.951
4258,58,164,71,45,33,101,140,39,0.935,0.901,0.959,0.616,0.579,0.935,0.909,0.951
4259,63,172,71,59,33,102,137,39,1.016,0.945,0.959,0.808,0.579,0.944,0.89,0.951
4260,56,167,71,54,34,101,142,39,0.903,0.918,0.959,0.74,0.596,0.935,0.922,0.951
4261,0,7,1,2,2,14,82,2,0.0,0.038,0.014,0.027,0.035,0.13,0.532,0.049
4262,51,120,1,13,16,23,6,0,0.823,0.659,0.014,0.178,0.281,0.213,0.039,0.0
4263,50,149,71,37,26,75,59,4,0.806,0.819,0.959,0.507,0.456,0.694,0.383,0.098
4264,15,3,0,62,10,0,0,0,0.242,0.016,0.0,0.849,0.175,0.0,0.0,0.0
4265,60,164,69,30,33,99,132,38,0.968,0.901,0.932,0.411,0.579,0.917,0.857,0.927
4266,58,172,71,48,32,102,137,39,0.935,0.945,0.959,0.658,0.561,0.944,0.89,0.951
4267,54,169,71,24,32,102,137,39,0.871,0.929,0.959,0.329,0.561,0.944,0.89,0.951
4268,7,10,67,3,6,11,3,4,0.113,0.055,0.905,0.041,0.105,0.102,0.019,0.098
4269,51,163,7,20,30,99,134,37,0.823,0.896,0.095,0.274,0.526,0.917,0.87,0.902
4270,52,172,70,45,34,102,142,39,0.839,0.945,0.946,0.616,0.596,0.944,0.922,0.951
4271,49,172,71,45,33,102,142,39,0.79,0.945,0.959,0.616,0.579,0.944,0.922,0.951
4272,49,172,71,48,34,102,142,39,0.79,0.945,0.959,0.658,0.596,0.944,0.922,0.951
4273,40,166,67,5,17,5,2,12,0.645,0.912,0.905,0.068,0.298,0.046,0.013,0.293
4274,0,11,71,1,17,5,0,9,0.0,0.06,0.959,0.014,0.298,0.046,0.0,0.22
4275,59,171,71,57,30,94,137,8,0.952,0.94,0.959,0.781,0.526,0.87,0.89,0.195
4276,0,2,1,23,7,0,1,38,0.0,0.011,0.014,0.315,0.123,0.0,0.006,0.927
4277,54,166,71,48,34,102,142,39,0.871,0.912,0.959,0.658,0.596,0.944,0.922,0.951
4278,56,172,71,48,33,102,137,39,0.903,0.945,0.959,0.658,0.579,0.944,0.89,0.951
4279,2,9,71,43,21,6,140,38,0.032,0.049,0.959,0.589,0.368,0.056,0.909,0.927
4280,54,172,71,45,33,102,142,39,0.871,0.945,0.959,0.616,0.579,0.944,0.922,0.951
4281,46,172,71,45,33,102,142,39,0.742,0.945,0.959,0.616,0.579,0.944,0.922,0.951
4282,50,172,5,44,31,101,139,39,0.806,0.945,0.068,0.603,0.544,0.935,0.903,0.951
4283,7,8,67,26,12,4,0,38,0.113,0.044,0.905,0.356,0.211,0.037,0.0,0.927
4284,56,171,71,50,30,101,142,4,0.903,0.94,0.959,0.685,0.526,0.935,0.922,0.098
4285,55,172,71,45,30,102,140,39,0.887,0.945,0.959,0.616,0.526,0.944,0.909,0.951
4286,0,48,67,3,18,5,4,11,0.0,0.264,0.905,0.041,0.316,0.046,0.026,0.268
4287,61,172,71,49,33,102,141,38,0.984,0.945,0.959,0.671,0.579,0.944,0.916,0.927
4288,58,172,71,48,34,102,142,39,0.935,0.945,0.959,0.658,0.596,0.944,0.922,0.951
4289,53,172,71,61,35,102,142,39,0.855,0.945,0.959,0.836,0.614,0.944,0.922,0.951
4290,16,170,71,48,35,89,135,39,0.258,0.934,0.959,0.658,0.614,0.824,0.877,0.951
4291,1,10,67,27,11,36,131,38,0.016,0.055,0.905,0.37,0.193,0.333,0.851,0.927
4292,11,165,71,30,29,46,130,39,0.177,0.907,0.959,0.411,0.509,0.426,0.844,0.951
4293,59,171,4,47,28,95,135,39,0.952,0.94,0.054,0.644,0.491,0.88,0.877,0.951
4294,55,172,71,47,33,90,139,39,0.887,0.945,0.959,0.644,0.579,0.833,0.903,0.951
4295,59,172,71,30,30,102,142,39,0.952,0.945,0.959,0.411,0.526,0.944,0.922,0.951
4296,59,172,71,45,34,102,142,38,0.952,0.945,0.959,0.616,0.596,0.944,0.922,0.927
4297,42,117,1,33,16,23,7,4,0.677,0.643,0.014,0.452,0.281,0.213,0.045,0.098
4298,48,71,1,57,22,36,40,9,0.774,0.39,0.014,0.781,0.386,0.333,0.26,0.22
4299,8,4,0,62,11,0,0,0,0.129,0.022,0.0,0.849,0.193,0.0,0.0,0.0
4300,9,167,71,19,29,101,139,2,0.145,0.918,0.959,0.26,0.509,0.935,0.903,0.049
4301,56,172,71,48,33,102,142,39,0.903,0.945,0.959,0.658,0.579,0.944,0.922,0.951
