Title,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%
5309,51,174,69,57,34,101,142,39,0.797,0.989,0.972,0.891,0.739,0.99,0.986,1.026
5310,7,159,69,1,28,101,142,37,0.109,0.903,0.972,0.016,0.609,0.99,0.986,0.974
5311,7,158,69,9,29,100,142,33,0.109,0.898,0.972,0.141,0.63,0.98,0.986,0.868
5312,13,161,69,32,30,100,142,35,0.203,0.915,0.972,0.5,0.652,0.98,0.986,0.921
5313,8,14,69,51,34,98,140,35,0.125,0.08,0.972,0.797,0.739,0.961,0.972,0.921
5314,58,162,69,51,34,101,134,35,0.906,0.92,0.972,0.797,0.739,0.99,0.931,0.921
5315,9,14,69,51,34,98,134,35,0.141,0.08,0.972,0.797,0.739,0.961,0.931,0.921
5316,56,174,69,43,33,101,142,37,0.875,0.989,0.972,0.672,0.717,0.99,0.986,0.974
5317,5,159,69,9,29,101,142,33,0.078,0.903,0.972,0.141,0.63,0.99,0.986,0.868
5318,60,174,69,32,30,101,142,39,0.938,0.989,0.972,0.5,0.652,0.99,0.986,1.026
5319,11,173,69,32,30,101,142,39,0.172,0.983,0.972,0.5,0.652,0.99,0.986,1.026
5320,61,174,69,38,31,101,142,39,0.953,0.989,0.972,0.594,0.674,0.99,0.986,1.026
5321,16,172,69,51,37,100,142,39,0.25,0.977,0.972,0.797,0.804,0.98,0.986,1.026
5322,59,174,69,55,34,101,142,39,0.922,0.989,0.972,0.859,0.739,0.99,0.986,1.026
5323,10,151,69,33,30,101,142,39,0.156,0.858,0.972,0.516,0.652,0.99,0.986,1.026
5324,47,155,69,34,30,101,142,39,0.734,0.881,0.972,0.531,0.652,0.99,0.986,1.026
5325,13,152,69,39,32,101,142,34,0.203,0.864,0.972,0.609,0.696,0.99,0.986,0.895
5326,11,161,69,33,30,100,134,39,0.172,0.915,0.972,0.516,0.652,0.98,0.931,1.026
5327,5,138,69,24,24,97,134,33,0.078,0.784,0.972,0.375,0.522,0.951,0.931,0.868
5328,42,158,69,0,28,76,142,39,0.656,0.898,0.972,0.0,0.609,0.745,0.986,1.026
5329,0,50,69,0,17,55,134,37,0.0,0.284,0.972,0.0,0.37,0.539,0.931,0.974
5330,42,157,69,0,28,75,142,37,0.656,0.892,0.972,0.0,0.609,0.735,0.986,0.974
5331,0,47,69,0,17,55,134,37,0.0,0.267,0.972,0.0,0.37,0.539,0.931,0.974
5332,0,68,69,0,17,68,139,37,0.0,0.386,0.972,0.0,0.37,0.667,0.965,0.974
5333,47,171,69,24,30,83,143,37,0.734,0.972,0.972,0.375,0.652,0.814,0.993,0.974
5334,0,59,69,1,17,53,142,39,0.0,0.335,0.972,0.016,0.37,0.52,0.986,1.026
5335,0,45,69,0,17,50,134,37,0.0,0.256,0.972,0.0,0.37,0.49,0.931,0.974
5336,0,66,69,0,16,37,142,38,0.0,0.375,0.972,0.0,0.348,0.363,0.986,1.0
5337,0,51,69,0,18,53,134,37,0.0,0.29,0.972,0.0,0.391,0.52,0.931,0.974
5338,0,60,69,0,17,30,134,37,0.0,0.341,0.972,0.0,0.37,0.294,0.931,0.974
5339,19,9,0,63,9,5,0,0,0.297,0.051,0.0,0.984,0.196,0.049,0.0,0.0
5340,48,26,0,9,3,46,1,0,0.75,0.148,0.0,0.141,0.065,0.451,0.007,0.0
5341,0,55,69,0,16,41,134,37,0.0,0.312,0.972,0.0,0.348,0.402,0.931,0.974
5342,48,122,69,45,23,80,143,39,0.75,0.693,0.972,0.703,0.5,0.784,0.993,1.026
5343,42,168,69,0,28,82,143,37,0.656,0.955,0.972,0.0,0.609,0.804,0.993,0.974
5344,0,19,69,1,17,74,140,39,0.0,0.108,0.972,0.016,0.37,0.725,0.972,1.026
5345,37,156,69,0,29,76,142,39,0.578,0.886,0.972,0.0,0.63,0.745,0.986,1.026
5346,0,16,69,0,16,31,134,39,0.0,0.091,0.972,0.0,0.348,0.304,0.931,1.026
5347,62,15,0,62,9,5,0,0,0.969,0.085,0.0,0.969,0.196,0.049,0.0,0.0
5348,41,169,68,2,29,81,143,36,0.641,0.96,0.958,0.031,0.63,0.794,0.993,0.947
5349,1,89,69,1,17,67,132,16,0.016,0.506,0.972,0.016,0.37,0.657,0.917,0.421
5350,62,11,1,63,11,2,0,1,0.969,0.062,0.014,0.984,0.239,0.02,0.0,0.026
5351,1,79,69,0,17,69,137,31,0.016,0.449,0.972,0.0,0.37,0.676,0.951,0.816
5352,46,156,69,0,29,84,142,38,0.719,0.886,0.972,0.0,0.63,0.824,0.986,1.0
5353,42,164,69,0,28,77,142,37,0.656,0.932,0.972,0.0,0.609,0.755,0.986,0.974
5354,48,162,69,44,34,82,143,39,0.75,0.92,0.972,0.688,0.739,0.804,0.993,1.026
5355,43,135,69,1,16,42,134,21,0.672,0.767,0.972,0.016,0.348,0.412,0.931,0.553
5356,4,158,69,57,37,37,142,38,0.062,0.898,0.972,0.891,0.804,0.363,0.986,1.0
5357,60,151,3,42,30,75,143,31,0.938,0.858,0.042,0.656,0.652,0.735,0.993,0.816
5358,1,139,69,1,31,36,137,39,0.016,0.79,0.972,0.016,0.674,0.353,0.951,1.026
5359,45,163,69,51,24,84,138,39,0.703,0.926,0.972,0.797,0.522,0.824,0.958,1.026
5360,2,140,66,24,18,70,134,28,0.031,0.795,0.93,0.375,0.391,0.686,0.931,0.737
5361,1,113,69,0,18,88,134,28,0.016,0.642,0.972,0.0,0.391,0.863,0.931,0.737
5362,37,101,69,0,18,69,139,37,0.578,0.574,0.972,0.0,0.391,0.676,0.965,0.974
5363,2,81,65,8,30,67,139,37,0.031,0.46,0.915,0.125,0.652,0.657,0.965,0.974
5364,4,138,69,3,30,34,142,39,0.062,0.784,0.972,0.047,0.652,0.333,0.986,1.026
5365,1,69,69,19,21,62,134,31,0.016,0.392,0.972,0.297,0.457,0.608,0.931,0.816
5366,3,154,69,9,18,82,143,37,0.047,0.875,0.972,0.141,0.391,0.804,0.993,0.974
5367,45,29,0,13,4,71,2,0,0.703,0.165,0.0,0.203,0.087,0.696,0.014,0.0
5368,3,86,69,18,21,9,142,39,0.047,0.489,0.972,0.281,0.457,0.088,0.986,1.026
5369,47,168,69,43,33,96,143,39,0.734,0.955,0.972,0.672,0.717,0.941,0.993,1.026
5370,3,157,69,3,18,84,143,39,0.047,0.892,0.972,0.047,0.391,0.824,0.993,1.026
5371,45,124,69,0,15,44,134,23,0.703,0.705,0.972,0.0,0.326,0.431,0.931,0.605
5372,48,166,69,13,30,71,142,37,0.75,0.943,0.972,0.203,0.652,0.696,0.986,0.974
5373,2,82,69,0,18,79,143,37,0.031,0.466,0.972,0.0,0.391,0.775,0.993,0.974
5374,50,24,0,33,3,29,1,0,0.781,0.136,0.0,0.516,0.065,0.284,0.007,0.0
5375,48,166,69,61,38,76,142,39,0.75,0.943,0.972,0.953,0.826,0.745,0.986,1.026
5376,1,138,69,20,32,32,142,39,0.016,0.784,0.972,0.312,0.696,0.314,0.986,1.026
5377,42,157,69,22,36,57,142,39,0.656,0.892,0.972,0.344,0.783,0.559,0.986,1.026
5378,46,174,69,28,31,86,140,39,0.719,0.989,0.972,0.438,0.674,0.843,0.972,1.026
5379,1,114,69,19,23,77,134,39,0.016,0.648,0.972,0.297,0.5,0.755,0.931,1.026
5380,2,30,0,11,3,76,1,0,0.031,0.17,0.0,0.172,0.065,0.745,0.007,0.0
5381,2,162,69,19,32,13,137,39,0.031,0.92,0.972,0.297,0.696,0.127,0.951,1.026
5382,0,40,69,19,23,11,142,39,0.0,0.227,0.972,0.297,0.5,0.108,0.986,1.026
5383,1,145,69,23,22,80,138,27,0.016,0.824,0.972,0.359,0.478,0.784,0.958,0.711
5384,2,151,69,1,18,71,142,37,0.031,0.858,0.972,0.016,0.391,0.696,0.986,0.974
5385,2,133,69,1,20,33,142,39,0.031,0.756,0.972,0.016,0.435,0.324,0.986,1.026
5386,2,139,69,0,29,67,141,39,0.031,0.79,0.972,0.0,0.63,0.657,0.979,1.026
5387,1,19,69,0,18,71,142,38,0.016,0.108,0.972,0.0,0.391,0.696,0.986,1.0
5388,62,173,69,61,36,101,143,39,0.969,0.983,0.972,0.953,0.783,0.99,0.993,1.026
5389,45,153,69,4,32,84,135,39,0.703,0.869,0.972,0.062,0.696,0.824,0.938,1.026
5390,6,84,68,7,19,101,141,39,0.094,0.477,0.958,0.109,0.413,0.99,0.979,1.026
5391,5,47,68,2,19,95,140,39,0.078,0.267,0.958,0.031,0.413,0.931,0.972,1.026
5392,42,140,69,3,19,74,142,39,0.656,0.795,0.972,0.047,0.413,0.725,0.986,1.026
5393,2,65,69,0,17,59,139,38,0.031,0.369,0.972,0.0,0.37,0.578,0.965,1.0
5394,42,149,69,0,31,78,138,39,0.656,0.847,0.972,0.0,0.674,0.765,0.958,1.026
5395,1,116,69,0,29,38,134,39,0.016,0.659,0.972,0.0,0.63,0.373,0.931,1.026
5396,51,169,69,32,33,100,143,39,0.797,0.96,0.972,0.5,0.717,0.98,0.993,1.026
5397,1,9,69,0,18,73,141,39,0.016,0.051,0.972,0.0,0.391,0.716,0.979,1.026
5398,56,173,69,43,34,101,143,39,0.875,0.983,0.972,0.672,0.739,0.99,0.993,1.026
5399,51,165,69,23,24,97,143,39,0.797,0.938,0.972,0.359,0.522,0.951,0.993,1.026
5400,54,158,69,29,19,74,143,39,0.844,0.898,0.972,0.453,0.413,0.725,0.993,1.026
5401,47,166,69,29,31,33,142,39,0.734,0.943,0.972,0.453,0.674,0.324,0.986,1.026
5402,0,75,69,1,20,58,137,29,0.0,0.426,0.972,0.016,0.435,0.569,0.951,0.763
5403,47,148,69,26,36,75,142,39,0.734,0.841,0.972,0.406,0.783,0.735,0.986,1.026
5404,3,130,69,15,31,50,142,39,0.047,0.739,0.972,0.234,0.674,0.49,0.986,1.026
5405,44,162,69,46,37,72,142,39,0.688,0.92,0.972,0.719,0.804,0.706,0.986,1.026
5406,41,152,69,4,29,37,142,39,0.641,0.864,0.972,0.062,0.63,0.363,0.986,1.026
5407,49,99,69,19,22,76,142,39,0.766,0.562,0.972,0.297,0.478,0.745,0.986,1.026
5408,1,65,69,21,20,11,142,37,0.016,0.369,0.972,0.328,0.435,0.108,0.986,0.974
5409,59,172,69,60,38,97,140,39,0.922,0.977,0.972,0.938,0.826,0.951,0.972,1.026
5410,42,99,68,20,22,77,134,34,0.656,0.562,0.958,0.312,0.478,0.755,0.931,0.895
5411,50,160,69,0,29,84,143,35,0.781,0.909,0.972,0.0,0.63,0.824,0.993,0.921
5412,1,155,69,0,29,81,143,36,0.016,0.881,0.972,0.0,0.63,0.794,0.993,0.947
5413,0,56,69,0,19,70,142,22,0.0,0.318,0.972,0.0,0.413,0.686,0.986,0.579
5414,0,67,69,0,18,69,142,37,0.0,0.381,0.972,0.0,0.391,0.676,0.986,0.974
5415,2,160,69,24,19,76,143,37,0.031,0.909,0.972,0.375,0.413,0.745,0.993,0.974
5416,0,52,69,0,19,31,142,37,0.0,0.295,0.972,0.0,0.413,0.304,0.986,0.974
5417,42,151,69,2,18,75,143,37,0.656,0.858,0.972,0.031,0.391,0.735,0.993,0.974
5418,0,56,71,0,16,61,139,37,0.0,0.318,1.0,0.0,0.348,0.598,0.965,0.974
5419,59,170,0,30,26,32,0,0,0.922,0.966,0.0,0.469,0.565,0.314,0.0,0.0
5420,60,172,0,55,27,37,2,0,0.938,0.977,0.0,0.859,0.587,0.363,0.014,0.0
5421,3,20,68,44,24,74,137,39,0.047,0.114,0.958,0.688,0.522,0.725,0.951,1.026
5422,0,17,71,1,15,70,137,36,0.0,0.097,1.0,0.016,0.326,0.686,0.951,0.947
5423,51,170,69,1,30,100,143,38,0.797,0.966,0.972,0.016,0.652,0.98,0.993,1.0
5424,18,4,0,63,10,0,0,2,0.281,0.023,0.0,0.984,0.217,0.0,0.0,0.053
5425,54,173,69,55,36,100,143,39,0.844,0.983,0.972,0.859,0.783,0.98,0.993,1.026
5426,48,168,68,0,19,100,143,39,0.75,0.955,0.958,0.0,0.413,0.98,0.993,1.026
5427,28,8,0,63,10,4,0,2,0.438,0.045,0.0,0.984,0.217,0.039,0.0,0.053
5428,55,172,71,25,17,97,143,36,0.859,0.977,1.0,0.391,0.37,0.951,0.993,0.947
5429,4,5,71,59,23,5,139,39,0.062,0.028,1.0,0.922,0.5,0.049,0.965,1.026
5430,2,8,71,26,21,8,134,39,0.031,0.045,1.0,0.406,0.457,0.078,0.931,1.026
5431,1,1,71,8,18,5,133,39,0.016,0.006,1.0,0.125,0.391,0.049,0.924,1.026
5432,55,173,71,30,29,95,140,39,0.859,0.983,1.0,0.469,0.63,0.931,0.972,1.026
5433,56,172,1,48,23,97,10,0,0.875,0.977,0.014,0.75,0.5,0.951,0.069,0.0
5434,2,1,5,1,17,5,3,36,0.031,0.006,0.07,0.016,0.37,0.049,0.021,0.947
5435,4,10,5,53,25,4,4,31,0.062,0.057,0.07,0.828,0.543,0.039,0.028,0.816
5436,3,169,71,2,28,95,139,37,0.047,0.96,1.0,0.031,0.609,0.931,0.965,0.974
5437,4,162,71,1,28,94,139,36,0.062,0.92,1.0,0.016,0.609,0.922,0.965,0.947
5438,57,172,71,38,30,100,140,39,0.891,0.977,1.0,0.594,0.652,0.98,0.972,1.026
5439,59,169,67,41,18,99,140,0,0.922,0.96,0.944,0.641,0.391,0.971,0.972,0.0
5440,2,172,71,25,26,94,140,37,0.031,0.977,1.0,0.391,0.565,0.922,0.972,0.974
5441,2,14,71,32,26,3,123,39,0.031,0.08,1.0,0.5,0.565,0.029,0.854,1.026
5442,60,174,71,35,31,100,140,39,0.938,0.989,1.0,0.547,0.674,0.98,0.972,1.026
5443,56,169,1,37,25,95,18,5,0.875,0.96,0.014,0.578,0.543,0.931,0.125,0.132
5444,54,170,70,37,33,100,139,10,0.844,0.966,0.986,0.578,0.717,0.98,0.965,0.263
5445,59,174,71,26,31,99,141,39,0.922,0.989,1.0,0.406,0.674,0.971,0.979,1.026
5446,4,172,71,38,32,99,141,37,0.062,0.977,1.0,0.594,0.696,0.971,0.979,0.974
5447,54,172,67,48,35,97,140,8,0.844,0.977,0.944,0.75,0.761,0.951,0.972,0.211
5448,11,165,67,38,30,97,140,15,0.172,0.938,0.944,0.594,0.652,0.951,0.972,0.395
5449,4,16,71,10,21,61,135,36,0.062,0.091,1.0,0.156,0.457,0.598,0.938,0.947
5450,58,174,70,56,34,94,3,39,0.906,0.989,0.986,0.875,0.739,0.922,0.021,1.026
5451,61,173,71,56,34,99,138,37,0.953,0.983,1.0,0.875,0.739,0.971,0.958,0.974
5452,51,163,71,5,29,90,140,39,0.797,0.926,1.0,0.078,0.63,0.882,0.972,1.026
5453,11,155,71,6,28,92,139,36,0.172,0.881,1.0,0.094,0.609,0.902,0.965,0.947
5454,55,171,0,50,28,23,2,2,0.859,0.972,0.0,0.781,0.609,0.225,0.014,0.053
5455,5,167,71,47,34,94,139,38,0.078,0.949,1.0,0.734,0.739,0.922,0.965,1.0
5456,6,157,71,3,29,81,135,38,0.094,0.892,1.0,0.047,0.63,0.794,0.938,1.0
5457,53,170,1,49,21,70,3,0,0.828,0.966,0.014,0.766,0.457,0.686,0.021,0.0
5458,57,166,71,57,36,94,141,39,0.891,0.943,1.0,0.891,0.783,0.922,0.979,1.026
5459,50,168,71,47,33,94,140,39,0.781,0.955,1.0,0.734,0.717,0.922,0.972,1.026
5460,1,8,71,2,17,88,134,36,0.016,0.045,1.0,0.031,0.37,0.863,0.931,0.947
5461,2,10,71,39,19,94,141,39,0.031,0.057,1.0,0.609,0.413,0.922,0.979,1.026
5462,1,5,71,24,16,4,21,39,0.016,0.028,1.0,0.375,0.348,0.039,0.146,1.026
5463,8,11,71,26,24,65,137,36,0.125,0.062,1.0,0.406,0.522,0.637,0.951,0.947
5464,61,169,71,33,35,70,140,36,0.953,0.96,1.0,0.516,0.761,0.686,0.972,0.947
5465,6,23,70,32,21,98,141,39,0.094,0.131,0.986,0.5,0.457,0.961,0.979,1.026
5466,55,173,71,35,31,99,141,39,0.859,0.983,1.0,0.547,0.674,0.971,0.979,1.026
5467,6,12,71,5,20,13,140,39,0.094,0.068,1.0,0.078,0.435,0.127,0.972,1.026
5468,48,174,70,25,33,98,142,32,0.75,0.989,0.986,0.391,0.717,0.961,0.986,0.842
5469,46,170,71,0,29,100,141,37,0.719,0.966,1.0,0.0,0.63,0.98,0.979,0.974
5470,49,171,0,1,23,99,141,1,0.766,0.972,0.0,0.016,0.5,0.971,0.979,0.026
5471,22,7,0,65,22,0,0,0,0.344,0.04,0.0,1.016,0.478,0.0,0.0,0.0
5472,54,171,0,45,30,9,1,1,0.844,0.972,0.0,0.703,0.652,0.088,0.007,0.026
5473,24,10,0,64,22,0,0,0,0.375,0.057,0.0,1.0,0.478,0.0,0.0,0.0
5474,56,174,0,26,23,99,141,0,0.875,0.989,0.0,0.406,0.5,0.971,0.979,0.0
5475,63,153,0,65,22,2,1,0,0.984,0.869,0.0,1.016,0.478,0.02,0.007,0.0
5476,59,24,0,65,11,0,1,1,0.922,0.136,0.0,1.016,0.239,0.0,0.007,0.026
5477,50,19,0,65,11,1,1,1,0.781,0.108,0.0,1.016,0.239,0.01,0.007,0.026
5478,59,164,71,31,23,100,137,39,0.922,0.932,1.0,0.484,0.5,0.98,0.951,1.026
5479,9,162,71,30,26,99,137,39,0.141,0.92,1.0,0.469,0.565,0.971,0.951,1.026
5480,63,172,71,55,35,100,141,39,0.984,0.977,1.0,0.859,0.761,0.98,0.979,1.026
5481,14,21,71,54,15,97,141,39,0.219,0.119,1.0,0.844,0.326,0.951,0.979,1.026
5482,28,20,71,30,19,98,141,39,0.438,0.114,1.0,0.469,0.413,0.961,0.979,1.026
5483,53,174,67,26,25,82,123,1,0.828,0.989,0.944,0.406,0.543,0.804,0.854,0.026
5484,61,15,0,64,31,11,1,32,0.953,0.085,0.0,1.0,0.674,0.108,0.007,0.842
5485,19,169,70,1,24,100,141,3,0.297,0.96,0.986,0.016,0.522,0.98,0.979,0.079
5486,59,173,2,25,23,99,141,6,0.922,0.983,0.028,0.391,0.5,0.971,0.979,0.158
5487,60,3,0,65,10,0,0,0,0.938,0.017,0.0,1.016,0.217,0.0,0.0,0.0
5488,55,163,0,20,16,5,140,36,0.859,0.926,0.0,0.312,0.348,0.049,0.972,0.947
5489,60,174,71,62,34,100,141,39,0.938,0.989,1.0,0.969,0.739,0.98,0.979,1.026
5490,63,174,71,52,30,100,141,5,0.984,0.989,1.0,0.812,0.652,0.98,0.979,0.132
5491,56,171,2,37,29,99,141,35,0.875,0.972,0.028,0.578,0.63,0.971,0.979,0.921
5492,62,174,71,54,34,100,141,37,0.969,0.989,1.0,0.844,0.739,0.98,0.979,0.974
5493,58,174,71,54,29,99,141,1,0.906,0.989,1.0,0.844,0.63,0.971,0.979,0.026
5494,62,173,67,53,30,100,141,0,0.969,0.983,0.944,0.828,0.652,0.98,0.979,0.0
5495,53,171,71,19,32,100,141,35,0.828,0.972,1.0,0.297,0.696,0.98,0.979,0.921
5496,61,174,71,54,31,100,141,1,0.953,0.989,1.0,0.844,0.674,0.98,0.979,0.026
5497,64,173,71,62,36,100,141,39,1.0,0.983,1.0,0.969,0.783,0.98,0.979,1.026
5498,1,169,71,1,19,100,141,37,0.016,0.96,1.0,0.016,0.413,0.98,0.979,0.974
5499,22,11,0,65,30,1,1,0,0.344,0.062,0.0,1.016,0.652,0.01,0.007,0.0
5500,12,169,71,0,17,99,141,30,0.188,0.96,1.0,0.0,0.37,0.971,0.979,0.789
5501,8,168,71,0,16,97,140,4,0.125,0.955,1.0,0.0,0.348,0.951,0.972,0.105
5502,18,169,71,28,21,100,141,39,0.281,0.96,1.0,0.438,0.457,0.98,0.979,1.026
5503,13,156,70,5,17,100,135,38,0.203,0.886,0.986,0.078,0.37,0.98,0.938,1.0
5504,51,8,71,21,21,98,141,1,0.797,0.045,1.0,0.328,0.457,0.961,0.979,0.026
5505,2,169,71,10,28,100,141,0,0.031,0.96,1.0,0.156,0.609,0.98,0.979,0.0
5506,60,174,71,63,35,100,141,37,0.938,0.989,1.0,0.984,0.761,0.98,0.979,0.974
5507,9,5,71,11,18,98,141,39,0.141,0.028,1.0,0.172,0.391,0.961,0.979,1.026
5508,6,5,71,20,13,96,141,39,0.094,0.028,1.0,0.312,0.283,0.941,0.979,1.026
5509,64,170,0,62,20,8,1,0,1.0,0.966,0.0,0.969,0.435,0.078,0.007,0.0
5510,60,174,71,25,31,100,141,37,0.938,0.989,1.0,0.391,0.674,0.98,0.979,0.974
5511,1,7,70,8,19,93,141,37,0.016,0.04,0.986,0.125,0.413,0.912,0.979,0.974
5512,2,169,71,2,22,98,141,39,0.031,0.96,1.0,0.031,0.478,0.961,0.979,1.026
5513,57,173,70,25,26,100,141,0,0.891,0.983,0.986,0.391,0.565,0.98,0.979,0.0
5514,53,167,71,27,26,100,141,39,0.828,0.949,1.0,0.422,0.565,0.98,0.979,1.026
5515,64,174,71,64,31,98,127,0,1.0,0.989,1.0,1.0,0.674,0.961,0.882,0.0
5516,63,174,71,53,31,100,141,39,0.984,0.989,1.0,0.828,0.674,0.98,0.979,1.026
5517,62,174,71,55,29,99,7,1,0.969,0.989,1.0,0.859,0.63,0.971,0.049,0.026
5518,42,166,70,1,24,98,142,0,0.656,0.943,0.986,0.016,0.522,0.961,0.986,0.0
5519,4,8,71,0,15,20,139,38,0.062,0.045,1.0,0.0,0.326,0.196,0.965,1.0
5520,0,15,71,0,14,22,139,39,0.0,0.085,1.0,0.0,0.304,0.216,0.965,1.026
5521,1,159,71,1,18,96,140,39,0.016,0.903,1.0,0.016,0.391,0.941,0.972,1.026
5522,0,7,71,1,15,21,139,39,0.0,0.04,1.0,0.016,0.326,0.206,0.965,1.026
5523,8,109,71,5,16,100,138,39,0.125,0.619,1.0,0.078,0.348,0.98,0.958,1.026
5524,10,162,71,1,28,100,141,39,0.156,0.92,1.0,0.016,0.609,0.98,0.979,1.026
5525,11,113,71,1,18,100,140,39,0.172,0.642,1.0,0.016,0.391,0.98,0.972,1.026
5526,3,145,70,0,18,92,141,36,0.047,0.824,0.986,0.0,0.391,0.902,0.979,0.947
5527,1,1,0,0,5,8,10,36,0.016,0.006,0.0,0.0,0.109,0.078,0.069,0.947
5528,12,5,0,58,10,3,1,0,0.188,0.028,0.0,0.906,0.217,0.029,0.007,0.0
5529,59,172,64,24,31,100,141,38,0.922,0.977,0.901,0.375,0.674,0.98,0.979,1.0
5530,59,171,66,27,31,100,141,38,0.922,0.972,0.93,0.422,0.674,0.98,0.979,1.0
5531,59,172,67,24,31,100,141,38,0.922,0.977,0.944,0.375,0.674,0.98,0.979,1.0
5532,55,173,67,36,33,100,141,38,0.859,0.983,0.944,0.562,0.717,0.98,0.979,1.0
5533,59,172,67,63,36,100,141,38,0.922,0.977,0.944,0.984,0.783,0.98,0.979,1.0
5534,59,173,67,62,34,100,141,38,0.922,0.983,0.944,0.969,0.739,0.98,0.979,1.0
5535,62,173,67,43,31,99,141,6,0.969,0.983,0.944,0.672,0.674,0.971,0.979,0.158
5536,59,172,67,28,29,100,140,35,0.922,0.977,0.944,0.438,0.63,0.98,0.972,0.921
5537,59,172,67,24,29,100,141,38,0.922,0.977,0.944,0.375,0.63,0.98,0.979,1.0
5538,5,167,67,3,16,100,139,34,0.078,0.949,0.944,0.047,0.348,0.98,0.965,0.895
5539,58,167,67,0,15,100,139,10,0.906,0.949,0.944,0.0,0.326,0.98,0.965,0.263
5540,58,166,7,0,6,98,137,2,0.906,0.943,0.099,0.0,0.13,0.961,0.951,0.053
5541,54,170,67,3,27,100,140,33,0.844,0.966,0.944,0.047,0.587,0.98,0.972,0.868
5542,60,173,67,36,32,100,141,38,0.938,0.983,0.944,0.562,0.696,0.98,0.979,1.0
5543,60,173,67,36,32,100,141,38,0.938,0.983,0.944,0.562,0.696,0.98,0.979,1.0
5544,57,169,67,1,28,100,141,38,0.891,0.96,0.944,0.016,0.609,0.98,0.979,1.0
5545,59,171,67,28,20,100,141,38,0.922,0.972,0.944,0.438,0.435,0.98,0.979,1.0
5546,58,172,67,27,32,100,141,38,0.906,0.977,0.944,0.422,0.696,0.98,0.979,1.0
5547,54,168,67,15,20,100,141,38,0.844,0.955,0.944,0.234,0.435,0.98,0.979,1.0
5548,60,172,67,59,35,100,141,38,0.938,0.977,0.944,0.922,0.761,0.98,0.979,1.0
5549,59,173,67,55,33,100,140,38,0.922,0.983,0.944,0.859,0.717,0.98,0.972,1.0
5550,12,41,68,27,16,98,138,34,0.188,0.233,0.958,0.422,0.348,0.961,0.958,0.895
5551,1,0,0,24,12,0,1,22,0.016,0.0,0.0,0.375,0.261,0.0,0.007,0.579
5552,0,0,0,1,5,0,0,16,0.0,0.0,0.0,0.016,0.109,0.0,0.0,0.421
5553,0,0,0,1,4,0,0,19,0.0,0.0,0.0,0.016,0.087,0.0,0.0,0.5
5554,0,0,0,5,6,0,1,18,0.0,0.0,0.0,0.078,0.13,0.0,0.007,0.474
5555,1,0,0,25,11,0,1,22,0.016,0.0,0.0,0.391,0.239,0.0,0.007,0.579
5556,18,3,1,64,9,0,0,0,0.281,0.017,0.014,1.0,0.196,0.0,0.0,0.0
5557,61,175,71,29,27,101,134,11,0.953,0.994,1.0,0.453,0.587,0.99,0.931,0.289
5558,61,175,71,34,26,101,133,6,0.953,0.994,1.0,0.531,0.565,0.99,0.924,0.158
5559,59,174,71,29,28,101,138,13,0.922,0.989,1.0,0.453,0.609,0.99,0.958,0.342
5560,3,174,71,27,30,100,138,29,0.047,0.989,1.0,0.422,0.652,0.98,0.958,0.763
5561,3,0,0,2,5,0,0,16,0.047,0.0,0.0,0.031,0.109,0.0,0.0,0.421
5562,1,0,0,2,5,0,1,15,0.016,0.0,0.0,0.031,0.109,0.0,0.007,0.395
5563,56,173,70,31,30,98,136,10,0.875,0.983,0.986,0.484,0.652,0.961,0.944,0.263
5564,0,2,71,23,19,2,1,38,0.0,0.011,1.0,0.359,0.413,0.02,0.007,1.0
5565,0,2,1,1,12,2,0,38,0.0,0.011,0.014,0.016,0.261,0.02,0.0,1.0
5566,0,2,1,23,17,2,0,38,0.0,0.011,0.014,0.359,0.37,0.02,0.0,1.0
5567,0,2,1,19,18,2,0,38,0.0,0.011,0.014,0.297,0.391,0.02,0.0,1.0
5568,59,174,70,29,29,98,142,13,0.922,0.989,0.986,0.453,0.63,0.961,0.986,0.342
5569,41,52,71,52,37,46,135,38,0.641,0.295,1.0,0.812,0.804,0.451,0.938,1.0
5570,41,60,71,52,37,54,135,38,0.641,0.341,1.0,0.812,0.804,0.529,0.938,1.0
5571,41,60,71,52,37,54,136,38,0.641,0.341,1.0,0.812,0.804,0.529,0.944,1.0
5572,41,60,71,52,37,54,136,38,0.641,0.341,1.0,0.812,0.804,0.529,0.944,1.0
5573,41,61,71,52,37,54,136,38,0.641,0.347,1.0,0.812,0.804,0.529,0.944,1.0
5574,62,175,71,63,36,101,143,38,0.969,0.994,1.0,0.984,0.783,0.99,0.993,1.0
5575,8,173,71,53,24,99,143,38,0.125,0.983,1.0,0.828,0.522,0.971,0.993,1.0
5576,3,0,71,29,14,3,1,38,0.047,0.0,1.0,0.453,0.304,0.029,0.007,1.0
5577,2,173,71,53,22,99,143,38,0.031,0.983,1.0,0.828,0.478,0.971,0.993,1.0
5578,2,2,71,30,12,6,1,38,0.031,0.011,1.0,0.469,0.261,0.059,0.007,1.0
5579,59,174,70,54,22,100,143,38,0.922,0.989,0.986,0.844,0.478,0.98,0.993,1.0
5580,55,174,71,53,21,101,142,38,0.859,0.989,1.0,0.828,0.457,0.99,0.986,1.0
