Title,ECR,EPP,Greens/EFA,IDG,NI,REG,S&D,The Left,ECR%,EPP%,Greens/EFA%,IDG%,NI%,REG%,S&D%,The Left%
1,0,3,40,0,2,2,13,22,0.0,0.017,0.563,0.0,0.043,0.02,0.09,0.579
2,1,5,67,0,7,83,114,32,0.016,0.028,0.944,0.0,0.152,0.814,0.792,0.842
3,2,118,62,0,7,91,121,34,0.031,0.67,0.873,0.0,0.152,0.892,0.84,0.895
4,1,125,65,0,5,92,122,29,0.016,0.71,0.915,0.0,0.109,0.902,0.847,0.763
5,1,129,67,0,4,99,128,36,0.016,0.733,0.944,0.0,0.087,0.971,0.889,0.947
6,47,138,5,0,16,101,11,33,0.734,0.784,0.07,0.0,0.348,0.99,0.076,0.868
7,46,129,7,3,2,98,65,2,0.719,0.733,0.099,0.047,0.043,0.961,0.451,0.053
8,48,144,67,28,20,99,96,4,0.75,0.818,0.944,0.438,0.435,0.971,0.667,0.105
9,50,144,3,27,13,100,77,0,0.781,0.818,0.042,0.422,0.283,0.98,0.535,0.0
10,49,143,8,27,12,101,115,0,0.766,0.812,0.113,0.422,0.261,0.99,0.799,0.0
11,0,2,48,2,6,19,90,24,0.0,0.011,0.676,0.031,0.13,0.186,0.625,0.632
12,16,9,45,44,27,3,6,24,0.25,0.051,0.634,0.688,0.587,0.029,0.042,0.632
13,24,111,33,19,11,25,11,0,0.375,0.631,0.465,0.297,0.239,0.245,0.076,0.0
14,57,155,69,46,24,98,139,0,0.891,0.881,0.972,0.719,0.522,0.961,0.965,0.0
15,56,149,65,18,44,102,136,31,0.875,0.847,0.915,0.281,0.957,1.0,0.944,0.816
16,56,158,69,24,22,110,141,32,0.875,0.898,0.972,0.375,0.478,1.078,0.979,0.842
17,57,158,68,40,34,108,141,37,0.891,0.898,0.958,0.625,0.739,1.059,0.979,0.974
18,57,158,69,43,34,110,139,37,0.891,0.898,0.972,0.672,0.739,1.078,0.965,0.974
19,48,158,65,4,18,107,141,37,0.75,0.898,0.915,0.062,0.391,1.049,0.979,0.974
20,9,156,68,0,22,109,140,35,0.141,0.886,0.958,0.0,0.478,1.069,0.972,0.921
21,5,152,67,0,7,106,139,26,0.078,0.864,0.944,0.0,0.152,1.039,0.965,0.684
22,32,156,66,0,22,111,127,28,0.5,0.886,0.93,0.0,0.478,1.088,0.882,0.737
23,16,14,1,52,26,4,1,3,0.25,0.08,0.014,0.812,0.565,0.039,0.007,0.079
24,17,15,2,51,35,2,3,3,0.266,0.085,0.028,0.797,0.761,0.02,0.021,0.079
25,0,4,65,16,16,7,2,30,0.0,0.023,0.915,0.25,0.348,0.069,0.014,0.789
26,0,2,67,17,15,3,1,31,0.0,0.011,0.944,0.266,0.326,0.029,0.007,0.816
27,55,150,67,53,27,105,129,21,0.859,0.852,0.944,0.828,0.587,1.029,0.896,0.553
28,59,145,66,54,46,103,124,5,0.922,0.824,0.93,0.844,1.0,1.01,0.861,0.132
29,27,15,4,54,32,3,5,0,0.422,0.085,0.056,0.844,0.696,0.029,0.035,0.0
30,57,141,65,49,42,104,121,9,0.891,0.801,0.915,0.766,0.913,1.02,0.84,0.237
31,49,144,65,1,18,108,127,5,0.766,0.818,0.915,0.016,0.391,1.059,0.882,0.132
32,51,144,68,26,22,102,119,6,0.797,0.818,0.958,0.406,0.478,1.0,0.826,0.158
33,57,146,53,41,17,104,117,0,0.891,0.83,0.746,0.641,0.37,1.02,0.812,0.0
34,10,5,2,55,30,1,4,2,0.156,0.028,0.028,0.859,0.652,0.01,0.028,0.053
35,57,6,0,55,40,2,1,0,0.891,0.034,0.0,0.859,0.87,0.02,0.007,0.0
36,10,5,0,55,39,0,1,0,0.156,0.028,0.0,0.859,0.848,0.0,0.007,0.0
37,10,3,0,55,30,1,1,0,0.156,0.017,0.0,0.859,0.652,0.01,0.007,0.0
38,12,143,67,20,26,104,125,32,0.188,0.812,0.944,0.312,0.565,1.02,0.868,0.842
39,1,110,55,32,40,49,83,26,0.016,0.625,0.775,0.5,0.87,0.48,0.576,0.684
40,39,130,52,42,49,71,94,29,0.609,0.739,0.732,0.656,1.065,0.696,0.653,0.763
41,48,148,70,44,31,100,134,8,0.75,0.841,0.986,0.688,0.674,0.98,0.931,0.211
42,6,143,71,1,14,101,130,21,0.094,0.812,1.0,0.016,0.304,0.99,0.903,0.553
43,38,145,71,2,15,100,131,34,0.594,0.824,1.0,0.031,0.326,0.98,0.91,0.895
44,5,9,0,2,24,4,9,0,0.078,0.051,0.0,0.031,0.522,0.039,0.062,0.0
45,5,30,71,43,21,61,133,36,0.078,0.17,1.0,0.672,0.457,0.598,0.924,0.947
46,4,47,71,42,22,61,133,35,0.062,0.267,1.0,0.656,0.478,0.598,0.924,0.921
47,28,47,71,43,31,48,130,36,0.438,0.267,1.0,0.672,0.674,0.471,0.903,0.947
48,28,49,69,42,31,41,128,36,0.438,0.278,0.972,0.656,0.674,0.402,0.889,0.947
49,28,49,69,43,30,50,128,36,0.438,0.278,0.972,0.672,0.652,0.49,0.889,0.947
50,1,87,71,0,9,101,131,34,0.016,0.494,1.0,0.0,0.196,0.99,0.91,0.895
51,6,4,67,0,5,99,132,32,0.094,0.023,0.944,0.0,0.109,0.971,0.917,0.842
52,43,147,68,9,22,102,137,36,0.672,0.835,0.958,0.141,0.478,1.0,0.951,0.947
53,34,132,67,2,1,102,133,1,0.531,0.75,0.944,0.031,0.022,1.0,0.924,0.026
54,49,146,62,33,26,103,130,22,0.766,0.83,0.873,0.516,0.565,1.01,0.903,0.579
55,51,8,70,53,49,55,3,29,0.797,0.045,0.986,0.828,1.065,0.539,0.021,0.763
56,36,134,60,1,13,101,124,0,0.562,0.761,0.845,0.016,0.283,0.99,0.861,0.0
57,0,10,28,22,14,2,12,32,0.0,0.057,0.394,0.344,0.304,0.02,0.083,0.842
58,32,120,61,0,13,82,124,24,0.5,0.682,0.859,0.0,0.283,0.804,0.861,0.632
59,2,11,10,0,4,5,30,31,0.031,0.062,0.141,0.0,0.087,0.049,0.208,0.816
60,2,106,64,0,9,64,117,20,0.031,0.602,0.901,0.0,0.196,0.627,0.812,0.526
61,0,1,17,4,5,1,2,35,0.0,0.006,0.239,0.062,0.109,0.01,0.014,0.921
62,3,4,7,22,14,4,5,19,0.047,0.023,0.099,0.344,0.304,0.039,0.035,0.5
63,2,3,70,17,15,4,34,31,0.031,0.017,0.986,0.266,0.326,0.039,0.236,0.816
64,15,12,3,51,31,6,3,14,0.234,0.068,0.042,0.797,0.674,0.059,0.021,0.368
65,4,6,67,42,42,2,3,34,0.062,0.034,0.944,0.656,0.913,0.02,0.021,0.895
66,0,4,67,2,12,3,29,32,0.0,0.023,0.944,0.031,0.261,0.029,0.201,0.842
67,0,4,8,39,18,3,25,35,0.0,0.023,0.113,0.609,0.391,0.029,0.174,0.921
68,0,5,68,1,9,2,12,35,0.0,0.028,0.958,0.016,0.196,0.02,0.083,0.921
69,2,4,27,47,16,2,3,36,0.031,0.023,0.38,0.734,0.348,0.02,0.021,0.947
70,0,6,6,3,10,1,8,34,0.0,0.034,0.085,0.047,0.217,0.01,0.056,0.895
71,19,22,7,54,37,14,9,19,0.297,0.125,0.099,0.844,0.804,0.137,0.062,0.5
72,0,4,17,17,12,2,6,35,0.0,0.023,0.239,0.266,0.261,0.02,0.042,0.921
73,31,120,66,0,11,74,123,1,0.484,0.682,0.93,0.0,0.239,0.725,0.854,0.026
74,17,4,0,54,26,5,2,1,0.266,0.023,0.0,0.844,0.565,0.049,0.014,0.026
75,2,60,71,0,13,73,129,16,0.031,0.341,1.0,0.0,0.283,0.716,0.896,0.421
76,1,31,71,0,11,21,127,32,0.016,0.176,1.0,0.0,0.239,0.206,0.882,0.842
77,3,129,66,0,4,86,133,1,0.047,0.733,0.93,0.0,0.087,0.843,0.924,0.026
78,0,98,44,0,5,79,93,19,0.0,0.557,0.62,0.0,0.109,0.775,0.646,0.5
79,24,108,44,27,24,82,94,20,0.375,0.614,0.62,0.422,0.522,0.804,0.653,0.526
80,0,0,44,0,12,8,21,20,0.0,0.0,0.62,0.0,0.261,0.078,0.146,0.526
81,2,4,36,15,17,6,9,19,0.031,0.023,0.507,0.234,0.37,0.059,0.062,0.5
82,24,109,1,39,19,7,6,0,0.375,0.619,0.014,0.609,0.413,0.069,0.042,0.0
83,36,139,58,34,24,77,119,29,0.562,0.79,0.817,0.531,0.522,0.755,0.826,0.763
84,48,144,61,52,30,85,124,30,0.75,0.818,0.859,0.812,0.652,0.833,0.861,0.789
85,44,147,64,15,25,90,126,31,0.688,0.835,0.901,0.234,0.543,0.882,0.875,0.816
86,50,147,66,50,51,92,131,30,0.781,0.835,0.93,0.781,1.109,0.902,0.91,0.789
87,38,150,65,1,23,85,128,25,0.594,0.852,0.915,0.016,0.5,0.833,0.889,0.658
88,42,151,67,0,24,97,135,32,0.656,0.858,0.944,0.0,0.522,0.951,0.938,0.842
89,42,152,68,0,24,93,136,33,0.656,0.864,0.958,0.0,0.522,0.912,0.944,0.868
90,0,12,6,18,14,4,6,34,0.0,0.068,0.085,0.281,0.304,0.039,0.042,0.895
91,39,152,66,0,23,105,129,32,0.609,0.864,0.93,0.0,0.5,1.029,0.896,0.842
92,11,3,0,61,29,0,0,2,0.172,0.017,0.0,0.953,0.63,0.0,0.0,0.053
93,7,4,1,52,28,0,0,25,0.109,0.023,0.014,0.812,0.609,0.0,0.0,0.658
94,39,155,67,0,13,107,141,23,0.609,0.881,0.944,0.0,0.283,1.049,0.979,0.605
95,40,159,69,1,23,101,144,4,0.625,0.903,0.972,0.016,0.5,0.99,1.0,0.105
96,11,4,1,61,32,0,0,17,0.172,0.023,0.014,0.953,0.696,0.0,0.0,0.447
97,17,17,3,61,36,3,0,3,0.266,0.097,0.042,0.953,0.783,0.029,0.0,0.079
98,0,5,68,0,14,14,3,32,0.0,0.028,0.958,0.0,0.304,0.137,0.021,0.842
99,41,158,66,1,16,106,139,24,0.641,0.898,0.93,0.016,0.348,1.039,0.965,0.632
100,14,6,4,43,33,1,14,6,0.219,0.034,0.056,0.672,0.717,0.01,0.097,0.158
101,40,158,71,0,24,107,145,3,0.625,0.898,1.0,0.0,0.522,1.049,1.007,0.079
102,17,4,0,59,28,1,0,4,0.266,0.023,0.0,0.922,0.609,0.01,0.0,0.105
103,0,0,64,0,7,1,3,32,0.0,0.0,0.901,0.0,0.152,0.01,0.021,0.842
104,0,8,17,44,18,2,13,29,0.0,0.045,0.239,0.688,0.391,0.02,0.09,0.763
105,5,7,35,44,38,4,135,31,0.078,0.04,0.493,0.688,0.826,0.039,0.938,0.816
106,0,22,69,18,16,98,144,30,0.0,0.125,0.972,0.281,0.348,0.961,1.0,0.789
107,0,2,69,0,14,6,21,28,0.0,0.011,0.972,0.0,0.304,0.059,0.146,0.737
108,2,153,70,0,25,99,146,33,0.031,0.869,0.986,0.0,0.543,0.971,1.014,0.868
109,4,5,65,0,28,3,8,31,0.062,0.028,0.915,0.0,0.609,0.029,0.056,0.816
110,0,2,68,18,17,6,12,31,0.0,0.011,0.958,0.281,0.37,0.059,0.083,0.816
111,15,5,5,60,38,1,0,2,0.234,0.028,0.07,0.938,0.826,0.01,0.0,0.053
112,0,3,70,20,18,3,12,33,0.0,0.017,0.986,0.312,0.391,0.029,0.083,0.868
113,4,6,69,0,13,8,137,27,0.062,0.034,0.972,0.0,0.283,0.078,0.951,0.711
114,0,3,67,1,15,4,33,30,0.0,0.017,0.944,0.016,0.326,0.039,0.229,0.789
115,1,27,71,18,16,21,136,31,0.016,0.153,1.0,0.281,0.348,0.206,0.944,0.816
116,1,10,67,0,16,3,11,30,0.016,0.057,0.944,0.0,0.348,0.029,0.076,0.789
117,0,0,13,1,5,1,19,32,0.0,0.0,0.183,0.016,0.109,0.01,0.132,0.842
118,2,3,64,0,11,4,30,31,0.031,0.017,0.901,0.0,0.239,0.039,0.208,0.816
119,37,21,68,0,15,5,32,30,0.578,0.119,0.958,0.0,0.326,0.049,0.222,0.789
120,2,17,68,18,15,3,23,30,0.031,0.097,0.958,0.281,0.326,0.029,0.16,0.789
121,9,30,68,0,17,7,54,31,0.141,0.17,0.958,0.0,0.37,0.069,0.375,0.816
122,6,6,70,0,12,2,3,33,0.094,0.034,0.986,0.0,0.261,0.02,0.021,0.868
123,38,23,63,43,18,7,28,30,0.594,0.131,0.887,0.672,0.391,0.069,0.194,0.789
124,2,19,62,42,17,6,28,30,0.031,0.108,0.873,0.656,0.37,0.059,0.194,0.789
125,17,24,70,35,41,15,49,31,0.266,0.136,0.986,0.547,0.891,0.147,0.34,0.816
126,0,1,3,0,7,0,13,9,0.0,0.006,0.042,0.0,0.152,0.0,0.09,0.237
127,26,9,1,61,35,1,0,3,0.406,0.051,0.014,0.953,0.761,0.01,0.0,0.079
128,24,18,3,61,36,2,0,1,0.375,0.102,0.042,0.953,0.783,0.02,0.0,0.026
129,19,19,4,61,38,2,0,1,0.297,0.108,0.056,0.953,0.826,0.02,0.0,0.026
130,20,157,3,59,41,16,4,0,0.312,0.892,0.042,0.922,0.891,0.157,0.028,0.0
131,4,17,68,1,14,5,14,25,0.062,0.097,0.958,0.016,0.304,0.049,0.097,0.658
132,3,16,71,0,12,6,142,31,0.047,0.091,1.0,0.0,0.261,0.059,0.986,0.816
133,5,8,69,0,13,8,141,32,0.078,0.045,0.972,0.0,0.283,0.078,0.979,0.842
134,39,155,70,27,26,101,139,27,0.609,0.881,0.986,0.422,0.565,0.99,0.965,0.711
135,5,147,71,2,17,64,143,31,0.078,0.835,1.0,0.031,0.37,0.627,0.993,0.816
136,15,5,11,43,34,2,5,7,0.234,0.028,0.155,0.672,0.739,0.02,0.035,0.184
137,40,155,67,0,23,104,139,1,0.625,0.881,0.944,0.0,0.5,1.02,0.965,0.026
138,61,162,70,61,55,108,142,33,0.953,0.92,0.986,0.953,1.196,1.059,0.986,0.868
139,57,159,70,41,53,103,144,33,0.891,0.903,0.986,0.641,1.152,1.01,1.0,0.868
140,15,106,71,51,26,89,140,33,0.234,0.602,1.0,0.797,0.565,0.873,0.972,0.868
141,49,146,65,28,42,83,126,32,0.766,0.83,0.915,0.438,0.913,0.814,0.875,0.842
142,18,140,67,5,38,87,130,34,0.281,0.795,0.944,0.078,0.826,0.853,0.903,0.895
143,0,3,66,0,15,5,30,34,0.0,0.017,0.93,0.0,0.326,0.049,0.208,0.895
144,0,1,65,0,15,2,1,32,0.0,0.006,0.915,0.0,0.326,0.02,0.007,0.842
145,0,2,1,1,7,0,2,34,0.0,0.011,0.014,0.016,0.152,0.0,0.014,0.895
146,13,140,67,14,27,84,129,34,0.203,0.795,0.944,0.219,0.587,0.824,0.896,0.895
147,10,82,65,8,22,86,126,34,0.156,0.466,0.915,0.125,0.478,0.843,0.875,0.895
148,51,151,66,26,27,86,39,34,0.797,0.858,0.93,0.406,0.587,0.843,0.271,0.895
149,0,3,1,1,5,0,8,34,0.0,0.017,0.014,0.016,0.109,0.0,0.056,0.895
150,45,148,63,0,18,84,118,33,0.703,0.841,0.887,0.0,0.391,0.824,0.819,0.868
151,3,20,66,8,17,47,105,33,0.047,0.114,0.93,0.125,0.37,0.461,0.729,0.868
152,6,144,64,44,30,22,129,33,0.094,0.818,0.901,0.688,0.652,0.216,0.896,0.868
153,1,7,64,0,17,4,128,33,0.016,0.04,0.901,0.0,0.37,0.039,0.889,0.868
154,1,4,67,1,16,4,132,33,0.016,0.023,0.944,0.016,0.348,0.039,0.917,0.868
155,2,143,67,42,31,24,132,34,0.031,0.812,0.944,0.656,0.674,0.235,0.917,0.895
156,1,3,67,11,17,6,131,34,0.016,0.017,0.944,0.172,0.37,0.059,0.91,0.895
157,1,7,67,39,20,5,131,31,0.016,0.04,0.944,0.609,0.435,0.049,0.91,0.816
158,1,6,5,42,19,7,133,34,0.016,0.034,0.07,0.656,0.413,0.069,0.924,0.895
159,42,152,67,54,29,83,134,34,0.656,0.864,0.944,0.844,0.63,0.814,0.931,0.895
160,2,19,66,14,17,28,133,34,0.031,0.108,0.93,0.219,0.37,0.275,0.924,0.895
161,53,154,6,54,29,82,134,34,0.828,0.875,0.085,0.844,0.63,0.804,0.931,0.895
162,8,91,66,54,25,24,132,32,0.125,0.517,0.93,0.844,0.543,0.235,0.917,0.842
163,3,149,66,57,30,26,132,34,0.047,0.847,0.93,0.891,0.652,0.255,0.917,0.895
164,2,147,8,42,27,24,132,34,0.031,0.835,0.113,0.656,0.587,0.235,0.917,0.895
165,5,6,1,42,26,6,133,32,0.078,0.034,0.014,0.656,0.565,0.059,0.924,0.842
166,5,8,67,41,38,23,133,34,0.078,0.045,0.944,0.641,0.826,0.225,0.924,0.895
167,47,146,67,42,22,81,131,34,0.734,0.83,0.944,0.656,0.478,0.794,0.91,0.895
168,3,5,0,23,7,0,24,33,0.047,0.028,0.0,0.359,0.152,0.0,0.167,0.868
169,0,0,5,0,8,5,10,31,0.0,0.0,0.07,0.0,0.174,0.049,0.069,0.816
170,3,3,62,0,13,8,37,26,0.047,0.017,0.873,0.0,0.283,0.078,0.257,0.684
171,3,5,1,40,12,1,8,31,0.047,0.028,0.014,0.625,0.261,0.01,0.056,0.816
172,4,0,0,14,20,0,1,27,0.062,0.0,0.0,0.219,0.435,0.0,0.007,0.711
173,57,143,65,37,39,78,134,9,0.891,0.812,0.915,0.578,0.848,0.765,0.931,0.237
174,17,14,1,58,25,0,4,3,0.266,0.08,0.014,0.906,0.543,0.0,0.028,0.079
175,6,4,4,58,17,2,2,2,0.094,0.023,0.056,0.906,0.37,0.02,0.014,0.053
176,5,3,0,58,23,0,2,4,0.078,0.017,0.0,0.906,0.5,0.0,0.014,0.105
177,54,21,0,56,32,9,1,1,0.844,0.119,0.0,0.875,0.696,0.088,0.007,0.026
178,56,12,0,59,33,8,1,0,0.875,0.068,0.0,0.922,0.717,0.078,0.007,0.0
179,52,13,1,52,33,8,9,1,0.812,0.074,0.014,0.812,0.717,0.078,0.062,0.026
180,57,147,0,57,33,16,1,0,0.891,0.835,0.0,0.891,0.717,0.157,0.007,0.0
181,54,147,0,57,31,8,0,0,0.844,0.835,0.0,0.891,0.674,0.078,0.0,0.0
182,55,17,0,59,32,8,1,0,0.859,0.097,0.0,0.922,0.696,0.078,0.007,0.0
183,57,148,0,59,34,8,3,0,0.891,0.841,0.0,0.922,0.739,0.078,0.021,0.0
184,57,147,1,59,34,7,4,0,0.891,0.835,0.014,0.922,0.739,0.069,0.028,0.0
185,2,2,64,0,13,3,2,32,0.031,0.011,0.901,0.0,0.283,0.029,0.014,0.842
186,56,145,0,59,32,8,2,1,0.875,0.824,0.0,0.922,0.696,0.078,0.014,0.026
187,56,19,0,59,34,7,1,0,0.875,0.108,0.0,0.922,0.739,0.069,0.007,0.0
188,54,9,0,58,34,1,0,0,0.844,0.051,0.0,0.906,0.739,0.01,0.0,0.0
189,8,141,0,0,26,8,7,1,0.125,0.801,0.0,0.0,0.565,0.078,0.049,0.026
190,51,143,0,58,16,11,1,0,0.797,0.812,0.0,0.906,0.348,0.108,0.007,0.0
191,53,148,5,59,24,44,127,2,0.828,0.841,0.07,0.922,0.522,0.431,0.882,0.053
192,51,145,4,59,25,25,11,1,0.797,0.824,0.056,0.922,0.543,0.245,0.076,0.026
193,53,147,66,27,28,47,125,30,0.828,0.835,0.93,0.422,0.609,0.461,0.868,0.789
194,53,141,0,58,33,4,0,0,0.828,0.801,0.0,0.906,0.717,0.039,0.0,0.0
195,10,147,4,58,39,20,3,1,0.156,0.835,0.056,0.906,0.848,0.196,0.021,0.026
196,18,143,0,0,9,15,3,1,0.281,0.812,0.0,0.0,0.196,0.147,0.021,0.026
197,56,18,4,57,41,10,6,1,0.875,0.102,0.056,0.891,0.891,0.098,0.042,0.026
198,21,144,2,59,16,77,127,1,0.328,0.818,0.028,0.922,0.348,0.755,0.882,0.026
199,7,144,61,1,15,77,121,32,0.109,0.818,0.859,0.016,0.326,0.755,0.84,0.842
200,53,16,0,59,33,2,1,0,0.828,0.091,0.0,0.922,0.717,0.02,0.007,0.0
201,55,16,0,59,34,9,1,1,0.859,0.091,0.0,0.922,0.739,0.088,0.007,0.026
202,13,143,4,19,37,70,1,0,0.203,0.812,0.056,0.297,0.804,0.686,0.007,0.0
203,6,135,63,1,16,72,115,32,0.094,0.767,0.887,0.016,0.348,0.706,0.799,0.842
204,52,141,4,56,41,77,10,1,0.812,0.801,0.056,0.875,0.891,0.755,0.069,0.026
205,45,135,4,17,14,77,6,0,0.703,0.767,0.056,0.266,0.304,0.755,0.042,0.0
206,50,143,4,58,25,77,6,1,0.781,0.812,0.056,0.906,0.543,0.755,0.042,0.026
207,44,12,0,25,13,9,2,0,0.688,0.068,0.0,0.391,0.283,0.088,0.014,0.0
208,50,149,4,55,24,78,7,1,0.781,0.847,0.056,0.859,0.522,0.765,0.049,0.026
209,50,145,4,59,24,28,4,1,0.781,0.824,0.056,0.922,0.522,0.275,0.028,0.026
210,52,141,64,25,26,32,127,33,0.812,0.801,0.901,0.391,0.565,0.314,0.882,0.868
211,50,146,4,59,24,29,6,1,0.781,0.83,0.056,0.922,0.522,0.284,0.042,0.026
212,50,144,4,59,26,29,9,1,0.781,0.818,0.056,0.922,0.565,0.284,0.062,0.026
213,50,145,4,57,26,21,10,1,0.781,0.824,0.056,0.891,0.565,0.206,0.069,0.026
214,5,137,0,18,5,14,8,1,0.078,0.778,0.0,0.281,0.109,0.137,0.056,0.026
215,55,8,0,59,31,1,0,0,0.859,0.045,0.0,0.922,0.674,0.01,0.0,0.0
216,52,7,0,59,34,1,0,1,0.812,0.04,0.0,0.922,0.739,0.01,0.0,0.026
217,54,28,0,58,34,5,1,1,0.844,0.159,0.0,0.906,0.739,0.049,0.007,0.026
218,56,25,0,56,34,8,5,1,0.875,0.142,0.0,0.875,0.739,0.078,0.035,0.026
219,54,8,0,58,32,8,3,2,0.844,0.045,0.0,0.906,0.696,0.078,0.021,0.053
220,51,5,0,58,33,1,0,0,0.797,0.028,0.0,0.906,0.717,0.01,0.0,0.0
221,53,6,4,57,40,2,0,0,0.828,0.034,0.056,0.891,0.87,0.02,0.0,0.0
222,52,14,0,57,33,6,1,1,0.812,0.08,0.0,0.891,0.717,0.059,0.007,0.026
223,56,134,0,58,33,10,1,0,0.875,0.761,0.0,0.906,0.717,0.098,0.007,0.0
224,52,5,0,57,34,1,0,0,0.812,0.028,0.0,0.891,0.739,0.01,0.0,0.0
225,54,7,0,58,32,1,0,0,0.844,0.04,0.0,0.906,0.696,0.01,0.0,0.0
226,53,140,0,58,31,3,0,0,0.828,0.795,0.0,0.906,0.674,0.029,0.0,0.0
227,49,135,0,57,16,3,0,0,0.766,0.767,0.0,0.891,0.348,0.029,0.0,0.0
228,51,5,0,58,33,1,0,0,0.797,0.028,0.0,0.906,0.717,0.01,0.0,0.0
229,53,140,1,58,33,2,0,0,0.828,0.795,0.014,0.906,0.717,0.02,0.0,0.0
230,48,6,0,58,17,1,0,0,0.75,0.034,0.0,0.906,0.37,0.01,0.0,0.0
231,50,8,0,58,17,1,0,0,0.781,0.045,0.0,0.906,0.37,0.01,0.0,0.0
232,55,142,0,58,33,3,0,0,0.859,0.807,0.0,0.906,0.717,0.029,0.0,0.0
233,47,8,0,57,32,6,2,0,0.734,0.045,0.0,0.891,0.696,0.059,0.014,0.0
234,55,7,0,58,33,6,2,0,0.859,0.04,0.0,0.906,0.717,0.059,0.014,0.0
235,1,8,60,0,5,64,116,32,0.016,0.045,0.845,0.0,0.109,0.627,0.806,0.842
236,0,9,0,0,1,47,6,5,0.0,0.051,0.0,0.0,0.022,0.461,0.042,0.132
237,34,3,5,0,10,54,113,0,0.531,0.017,0.07,0.0,0.217,0.529,0.785,0.0
238,4,7,1,22,2,5,111,1,0.062,0.04,0.014,0.344,0.043,0.049,0.771,0.026
239,30,6,6,0,11,4,112,26,0.469,0.034,0.085,0.0,0.239,0.039,0.778,0.684
240,1,2,4,17,14,1,0,27,0.016,0.011,0.056,0.266,0.304,0.01,0.0,0.711
241,34,142,60,36,22,67,116,25,0.531,0.807,0.845,0.562,0.478,0.657,0.806,0.658
242,3,7,0,0,2,65,5,2,0.047,0.04,0.0,0.0,0.043,0.637,0.035,0.053
243,2,1,4,0,1,70,7,2,0.031,0.006,0.056,0.0,0.022,0.686,0.049,0.053
244,35,135,59,0,19,75,112,20,0.547,0.767,0.831,0.0,0.413,0.735,0.778,0.526
245,32,136,60,0,19,81,116,26,0.5,0.773,0.845,0.0,0.413,0.794,0.806,0.684
246,33,137,60,0,17,80,117,19,0.516,0.778,0.845,0.0,0.37,0.784,0.812,0.5
247,33,137,61,0,19,79,116,19,0.516,0.778,0.859,0.0,0.413,0.775,0.806,0.5
248,32,4,5,0,12,61,117,30,0.5,0.023,0.07,0.0,0.261,0.598,0.812,0.789
249,35,6,6,0,13,80,117,19,0.547,0.034,0.085,0.0,0.283,0.784,0.812,0.5
250,29,122,60,0,19,54,112,16,0.453,0.693,0.845,0.0,0.413,0.529,0.778,0.421
251,1,0,1,0,2,0,18,17,0.016,0.0,0.014,0.0,0.043,0.0,0.125,0.447
252,0,0,46,0,18,14,86,21,0.0,0.0,0.648,0.0,0.391,0.137,0.597,0.553
253,0,0,46,0,9,4,85,21,0.0,0.0,0.648,0.0,0.196,0.039,0.59,0.553
254,26,64,41,36,27,8,88,2,0.406,0.364,0.577,0.562,0.587,0.078,0.611,0.053
255,23,8,4,35,11,1,0,0,0.359,0.045,0.056,0.547,0.239,0.01,0.0,0.0
256,24,4,0,36,12,2,1,0,0.375,0.023,0.0,0.562,0.261,0.02,0.007,0.0
257,57,152,72,1,23,98,130,32,0.891,0.864,1.014,0.016,0.5,0.961,0.903,0.842
258,7,5,4,44,18,1,0,1,0.109,0.028,0.056,0.688,0.391,0.01,0.0,0.026
259,45,148,73,17,33,78,127,36,0.703,0.841,1.028,0.266,0.717,0.765,0.882,0.947
260,36,51,73,48,32,42,129,36,0.562,0.29,1.028,0.75,0.696,0.412,0.896,0.947
261,38,51,73,48,32,41,128,36,0.594,0.29,1.028,0.75,0.696,0.402,0.889,0.947
262,39,58,73,48,34,47,129,36,0.609,0.33,1.028,0.75,0.739,0.461,0.896,0.947
263,39,59,73,48,34,48,129,36,0.609,0.335,1.028,0.75,0.739,0.471,0.896,0.947
264,58,18,5,57,37,2,1,0,0.906,0.102,0.07,0.891,0.804,0.02,0.007,0.0
265,45,6,1,51,11,0,0,0,0.703,0.034,0.014,0.797,0.239,0.0,0.0,0.0
266,47,10,5,53,18,1,0,0,0.734,0.057,0.07,0.828,0.391,0.01,0.0,0.0
267,55,17,5,54,30,1,2,0,0.859,0.097,0.07,0.844,0.652,0.01,0.014,0.0
268,56,17,5,54,34,3,14,0,0.875,0.097,0.07,0.844,0.739,0.029,0.097,0.0
269,42,15,5,55,28,1,3,0,0.656,0.085,0.07,0.859,0.609,0.01,0.021,0.0
270,41,15,6,54,29,1,0,0,0.641,0.085,0.085,0.844,0.63,0.01,0.0,0.0
271,44,12,1,50,23,0,0,0,0.688,0.068,0.014,0.781,0.5,0.0,0.0,0.0
272,44,9,0,54,29,0,0,0,0.688,0.051,0.0,0.844,0.63,0.0,0.0,0.0
273,40,11,0,51,21,0,0,0,0.625,0.062,0.0,0.797,0.457,0.0,0.0,0.0
274,57,11,0,56,27,0,0,0,0.891,0.062,0.0,0.875,0.587,0.0,0.0,0.0
275,10,82,71,12,16,99,125,36,0.156,0.466,1.0,0.188,0.348,0.971,0.868,0.947
276,1,136,72,0,12,96,128,36,0.016,0.773,1.014,0.0,0.261,0.941,0.889,0.947
277,46,15,0,49,19,0,0,0,0.719,0.085,0.0,0.766,0.413,0.0,0.0,0.0
278,39,5,0,32,6,0,0,0,0.609,0.028,0.0,0.5,0.13,0.0,0.0,0.0
