Title,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%
2097,9.0,61.0,9.0,70.0,26.0,100.0,143.0,39.0,0.145,0.836,0.049,0.946,0.456,0.926,0.929,0.951
2098,56.0,65.0,5.0,0.0,21.0,1.0,1.0,0.0,0.903,0.89,0.027,0.0,0.368,0.009,0.006,0.0
2099,2.0,1.0,5.0,70.0,18.0,80.0,140.0,8.0,0.032,0.014,0.027,0.946,0.316,0.741,0.909,0.195
2100,7.0,47.0,5.0,70.0,21.0,77.0,140.0,38.0,0.113,0.644,0.027,0.946,0.368,0.713,0.909,0.927
2101,5.0,21.0,171.0,70.0,31.0,102.0,144.0,37.0,0.081,0.288,0.94,0.946,0.544,0.944,0.935,0.902
2102,4.0,19.0,172.0,70.0,32.0,101.0,144.0,33.0,0.065,0.26,0.945,0.946,0.561,0.935,0.935,0.805
2103,8.0,45.0,9.0,66.0,26.0,15.0,10.0,37.0,0.129,0.616,0.049,0.892,0.456,0.139,0.065,0.902
2104,5.0,16.0,1.0,3.0,5.0,2.0,3.0,30.0,0.081,0.219,0.005,0.041,0.088,0.019,0.019,0.732
2105,6.0,3.0,170.0,70.0,28.0,102.0,143.0,7.0,0.097,0.041,0.934,0.946,0.491,0.944,0.929,0.171
2106,5.0,3.0,172.0,66.0,28.0,102.0,142.0,6.0,0.081,0.041,0.945,0.892,0.491,0.944,0.922,0.146
2107,3.0,1.0,171.0,70.0,28.0,97.0,142.0,6.0,0.048,0.014,0.94,0.946,0.491,0.898,0.922,0.146
2108,3.0,0.0,170.0,70.0,16.0,102.0,144.0,30.0,0.048,0.0,0.934,0.946,0.281,0.944,0.935,0.732
2109,2.0,0.0,164.0,70.0,13.0,98.0,140.0,1.0,0.032,0.0,0.901,0.946,0.228,0.907,0.909,0.024
2110,5.0,52.0,3.0,5.0,13.0,1.0,3.0,37.0,0.081,0.712,0.016,0.068,0.228,0.009,0.019,0.902
2111,8.0,54.0,5.0,70.0,21.0,6.0,136.0,36.0,0.129,0.74,0.027,0.946,0.368,0.056,0.883,0.878
2112,17.0,31.0,171.0,70.0,34.0,101.0,139.0,37.0,0.274,0.425,0.94,0.946,0.596,0.935,0.903,0.902
2113,51.0,12.0,173.0,70.0,28.0,102.0,140.0,37.0,0.823,0.164,0.951,0.946,0.491,0.944,0.909,0.902
2114,8.0,64.0,3.0,0.0,11.0,0.0,1.0,35.0,0.129,0.877,0.016,0.0,0.193,0.0,0.006,0.854
2115,1.0,28.0,1.0,5.0,21.0,1.0,1.0,38.0,0.016,0.384,0.005,0.068,0.368,0.009,0.006,0.927
2116,1.0,19.0,6.0,66.0,19.0,80.0,142.0,39.0,0.016,0.26,0.033,0.892,0.333,0.741,0.922,0.951
2117,0.0,11.0,6.0,69.0,19.0,56.0,2.0,39.0,0.0,0.151,0.033,0.932,0.333,0.519,0.013,0.951
2118,0.0,1.0,1.0,4.0,12.0,1.0,2.0,32.0,0.0,0.014,0.005,0.054,0.211,0.009,0.013,0.78
2119,10.0,54.0,26.0,70.0,25.0,94.0,143.0,39.0,0.161,0.74,0.143,0.946,0.439,0.87,0.929,0.951
2120,9.0,56.0,6.0,70.0,25.0,7.0,142.0,39.0,0.145,0.767,0.033,0.946,0.439,0.065,0.922,0.951
2121,13.0,3.0,165.0,63.0,29.0,99.0,136.0,26.0,0.21,0.041,0.907,0.851,0.509,0.917,0.883,0.634
2122,58.0,63.0,175.0,70.0,34.0,102.0,143.0,39.0,0.935,0.863,0.962,0.946,0.596,0.944,0.929,0.951
2123,44.0,19.0,156.0,70.0,31.0,79.0,143.0,39.0,0.71,0.26,0.857,0.946,0.544,0.731,0.929,0.951
2124,39.0,0.0,164.0,70.0,27.0,93.0,143.0,37.0,0.629,0.0,0.901,0.946,0.474,0.861,0.929,0.902
2125,1.0,26.0,169.0,70.0,32.0,75.0,143.0,39.0,0.016,0.356,0.929,0.946,0.561,0.694,0.929,0.951
2126,49.0,27.0,163.0,70.0,32.0,88.0,143.0,39.0,0.79,0.37,0.896,0.946,0.561,0.815,0.929,0.951
2127,0.0,0.0,18.0,70.0,17.0,67.0,142.0,37.0,0.0,0.0,0.099,0.946,0.298,0.62,0.922,0.902
2128,39.0,19.0,164.0,70.0,30.0,82.0,142.0,34.0,0.629,0.26,0.901,0.946,0.526,0.759,0.922,0.829
2129,1.0,0.0,151.0,70.0,24.0,93.0,142.0,36.0,0.016,0.0,0.83,0.946,0.421,0.861,0.922,0.878
2130,0.0,0.0,26.0,70.0,15.0,83.0,142.0,38.0,0.0,0.0,0.143,0.946,0.263,0.769,0.922,0.927
2131,48.0,0.0,165.0,70.0,26.0,88.0,140.0,39.0,0.774,0.0,0.907,0.946,0.456,0.815,0.909,0.951
2132,1.0,19.0,165.0,70.0,30.0,87.0,140.0,39.0,0.016,0.26,0.907,0.946,0.526,0.806,0.909,0.951
2133,0.0,0.0,12.0,70.0,16.0,86.0,140.0,39.0,0.0,0.0,0.066,0.946,0.281,0.796,0.909,0.951
2134,1.0,1.0,94.0,70.0,17.0,68.0,134.0,34.0,0.016,0.014,0.516,0.946,0.298,0.63,0.87,0.829
2135,60.0,33.0,175.0,70.0,30.0,87.0,143.0,39.0,0.968,0.452,0.962,0.946,0.526,0.806,0.929,0.951
2136,4.0,0.0,14.0,70.0,16.0,85.0,135.0,35.0,0.065,0.0,0.077,0.946,0.281,0.787,0.877,0.854
2137,47.0,24.0,170.0,70.0,32.0,89.0,142.0,39.0,0.758,0.329,0.934,0.946,0.561,0.824,0.922,0.951
2138,56.0,62.0,36.0,70.0,26.0,88.0,141.0,39.0,0.903,0.849,0.198,0.946,0.456,0.815,0.916,0.951
2139,48.0,25.0,165.0,70.0,27.0,84.0,143.0,39.0,0.774,0.342,0.907,0.946,0.474,0.778,0.929,0.951
2140,50.0,57.0,168.0,70.0,33.0,98.0,143.0,39.0,0.806,0.781,0.923,0.946,0.579,0.907,0.929,0.951
2141,40.0,0.0,159.0,66.0,25.0,84.0,139.0,39.0,0.645,0.0,0.874,0.892,0.439,0.778,0.903,0.951
2142,0.0,1.0,26.0,70.0,14.0,76.0,142.0,39.0,0.0,0.014,0.143,0.946,0.246,0.704,0.922,0.951
2143,44.0,44.0,151.0,70.0,24.0,79.0,139.0,39.0,0.71,0.603,0.83,0.946,0.421,0.731,0.903,0.951
2144,43.0,1.0,160.0,70.0,17.0,77.0,142.0,39.0,0.694,0.014,0.879,0.946,0.298,0.713,0.922,0.951
2145,44.0,33.0,23.0,70.0,19.0,80.0,142.0,39.0,0.71,0.452,0.126,0.946,0.333,0.741,0.922,0.951
2146,50.0,33.0,164.0,70.0,32.0,73.0,143.0,39.0,0.806,0.452,0.901,0.946,0.561,0.676,0.929,0.951
2147,4.0,1.0,168.0,70.0,25.0,83.0,143.0,39.0,0.065,0.014,0.923,0.946,0.439,0.769,0.929,0.951
2148,44.0,0.0,171.0,70.0,26.0,82.0,143.0,39.0,0.71,0.0,0.94,0.946,0.456,0.759,0.929,0.951
2149,40.0,0.0,163.0,68.0,30.0,72.0,139.0,38.0,0.645,0.0,0.896,0.919,0.526,0.667,0.903,0.927
2150,20.0,64.0,12.0,0.0,9.0,3.0,2.0,0.0,0.323,0.877,0.066,0.0,0.158,0.028,0.013,0.0
2151,43.0,0.0,151.0,68.0,29.0,95.0,134.0,37.0,0.694,0.0,0.83,0.919,0.509,0.88,0.87,0.902
2152,0.0,26.0,8.0,69.0,22.0,2.0,10.0,39.0,0.0,0.356,0.044,0.932,0.386,0.019,0.065,0.951
2153,58.0,43.0,175.0,70.0,32.0,102.0,143.0,39.0,0.935,0.589,0.962,0.946,0.561,0.944,0.929,0.951
2154,1.0,0.0,164.0,70.0,26.0,89.0,139.0,26.0,0.016,0.0,0.901,0.946,0.456,0.824,0.903,0.634
2155,2.0,25.0,4.0,27.0,16.0,3.0,6.0,39.0,0.032,0.342,0.022,0.365,0.281,0.028,0.039,0.951
2156,43.0,18.0,172.0,70.0,30.0,101.0,139.0,34.0,0.694,0.247,0.945,0.946,0.526,0.935,0.903,0.829
2157,5.0,28.0,3.0,0.0,7.0,0.0,1.0,20.0,0.081,0.384,0.016,0.0,0.123,0.0,0.006,0.488
2158,56.0,63.0,4.0,4.0,19.0,1.0,0.0,1.0,0.903,0.863,0.022,0.054,0.333,0.009,0.0,0.024
2159,0.0,8.0,1.0,69.0,19.0,85.0,20.0,38.0,0.0,0.11,0.005,0.932,0.333,0.787,0.13,0.927
2160,6.0,34.0,10.0,70.0,19.0,30.0,28.0,39.0,0.097,0.466,0.055,0.946,0.333,0.278,0.182,0.951
2161,0.0,20.0,2.0,65.0,21.0,2.0,4.0,39.0,0.0,0.274,0.011,0.878,0.368,0.019,0.026,0.951
2162,5.0,17.0,1.0,65.0,9.0,25.0,2.0,39.0,0.081,0.233,0.005,0.878,0.158,0.231,0.013,0.951
2163,56.0,61.0,175.0,70.0,34.0,98.0,141.0,39.0,0.903,0.836,0.962,0.946,0.596,0.907,0.916,0.951
2164,5.0,0.0,170.0,70.0,27.0,96.0,143.0,35.0,0.081,0.0,0.934,0.946,0.474,0.889,0.929,0.854
2165,0.0,0.0,21.0,69.0,19.0,90.0,139.0,37.0,0.0,0.0,0.115,0.932,0.333,0.833,0.903,0.902
2166,2.0,25.0,4.0,24.0,16.0,2.0,5.0,38.0,0.032,0.342,0.022,0.324,0.281,0.019,0.032,0.927
2167,0.0,7.0,1.0,69.0,17.0,3.0,4.0,38.0,0.0,0.096,0.005,0.932,0.298,0.028,0.026,0.927
2168,1.0,19.0,169.0,65.0,22.0,95.0,142.0,4.0,0.016,0.26,0.929,0.878,0.386,0.88,0.922,0.098
2169,2.0,44.0,4.0,6.0,21.0,2.0,3.0,38.0,0.032,0.603,0.022,0.081,0.368,0.019,0.019,0.927
2170,2.0,19.0,170.0,70.0,32.0,101.0,143.0,39.0,0.032,0.26,0.934,0.946,0.561,0.935,0.929,0.951
2171,52.0,0.0,172.0,70.0,26.0,102.0,143.0,36.0,0.839,0.0,0.945,0.946,0.456,0.944,0.929,0.878
2172,52.0,0.0,172.0,69.0,27.0,102.0,143.0,36.0,0.839,0.0,0.945,0.932,0.474,0.944,0.929,0.878
2173,62.0,43.0,174.0,2.0,16.0,97.0,9.0,0.0,1.0,0.589,0.956,0.027,0.281,0.898,0.058,0.0
2174,9.0,0.0,50.0,70.0,15.0,101.0,137.0,39.0,0.145,0.0,0.275,0.946,0.263,0.935,0.89,0.951
2175,7.0,0.0,19.0,70.0,16.0,98.0,132.0,38.0,0.113,0.0,0.104,0.946,0.281,0.907,0.857,0.927
2176,4.0,19.0,169.0,66.0,21.0,100.0,143.0,1.0,0.065,0.26,0.929,0.892,0.368,0.926,0.929,0.024
2177,4.0,30.0,166.0,70.0,34.0,99.0,140.0,39.0,0.065,0.411,0.912,0.946,0.596,0.917,0.909,0.951
2178,58.0,43.0,173.0,70.0,30.0,102.0,143.0,39.0,0.935,0.589,0.951,0.946,0.526,0.944,0.929,0.951
2179,56.0,1.0,171.0,70.0,27.0,102.0,142.0,39.0,0.903,0.014,0.94,0.946,0.474,0.944,0.922,0.951
2180,7.0,24.0,174.0,70.0,26.0,101.0,143.0,31.0,0.113,0.329,0.956,0.946,0.456,0.935,0.929,0.756
2181,5.0,0.0,171.0,70.0,25.0,102.0,143.0,33.0,0.081,0.0,0.94,0.946,0.439,0.944,0.929,0.805
2182,6.0,43.0,173.0,70.0,31.0,102.0,143.0,38.0,0.097,0.589,0.951,0.946,0.544,0.944,0.929,0.927
2183,6.0,0.0,171.0,70.0,25.0,101.0,143.0,34.0,0.097,0.0,0.94,0.946,0.439,0.935,0.929,0.829
2184,58.0,1.0,171.0,70.0,25.0,101.0,143.0,39.0,0.935,0.014,0.94,0.946,0.439,0.935,0.929,0.951
2185,51.0,53.0,173.0,70.0,32.0,94.0,134.0,33.0,0.823,0.726,0.951,0.946,0.561,0.87,0.87,0.805
2186,49.0,54.0,7.0,70.0,22.0,29.0,25.0,39.0,0.79,0.74,0.038,0.946,0.386,0.269,0.162,0.951
2187,7.0,24.0,169.0,70.0,27.0,99.0,140.0,37.0,0.113,0.329,0.929,0.946,0.474,0.917,0.909,0.902
2188,2.0,0.0,162.0,66.0,19.0,97.0,140.0,34.0,0.032,0.0,0.89,0.892,0.333,0.898,0.909,0.829
2189,60.0,33.0,174.0,66.0,22.0,101.0,143.0,7.0,0.968,0.452,0.956,0.892,0.386,0.935,0.929,0.171
2190,5.0,0.0,170.0,69.0,25.0,102.0,143.0,38.0,0.081,0.0,0.934,0.932,0.439,0.944,0.929,0.927
2191,44.0,64.0,4.0,2.0,9.0,1.0,1.0,1.0,0.71,0.877,0.022,0.027,0.158,0.009,0.006,0.024
2192,5.0,0.0,168.0,70.0,27.0,102.0,143.0,39.0,0.081,0.0,0.923,0.946,0.474,0.944,0.929,0.951
2193,23.0,65.0,6.0,1.0,10.0,0.0,1.0,0.0,0.371,0.89,0.033,0.014,0.175,0.0,0.006,0.0
2194,41.0,64.0,8.0,0.0,10.0,0.0,1.0,0.0,0.661,0.877,0.044,0.0,0.175,0.0,0.006,0.0
2195,7.0,0.0,40.0,70.0,15.0,101.0,140.0,38.0,0.113,0.0,0.22,0.946,0.263,0.935,0.909,0.927
2196,5.0,55.0,7.0,69.0,22.0,32.0,26.0,39.0,0.081,0.753,0.038,0.932,0.386,0.296,0.169,0.951
2197,0.0,8.0,1.0,69.0,17.0,2.0,6.0,39.0,0.0,0.11,0.005,0.932,0.298,0.019,0.039,0.951
2198,0.0,9.0,1.0,69.0,18.0,4.0,5.0,39.0,0.0,0.123,0.005,0.932,0.316,0.037,0.032,0.951
2199,2.0,0.0,160.0,67.0,25.0,99.0,140.0,33.0,0.032,0.0,0.879,0.905,0.439,0.917,0.909,0.805
2200,43.0,0.0,157.0,64.0,21.0,96.0,135.0,37.0,0.694,0.0,0.863,0.865,0.368,0.889,0.877,0.902
2201,3.0,1.0,5.0,67.0,16.0,24.0,6.0,37.0,0.048,0.014,0.027,0.905,0.281,0.222,0.039,0.902
2202,5.0,23.0,168.0,68.0,29.0,79.0,141.0,37.0,0.081,0.315,0.923,0.919,0.509,0.731,0.916,0.902
2203,56.0,26.0,168.0,5.0,14.0,77.0,138.0,1.0,0.903,0.356,0.923,0.068,0.246,0.713,0.896,0.024
2204,3.0,10.0,22.0,68.0,20.0,54.0,111.0,37.0,0.048,0.137,0.121,0.919,0.351,0.5,0.721,0.902
2205,2.0,32.0,3.0,69.0,23.0,84.0,139.0,38.0,0.032,0.438,0.016,0.932,0.404,0.778,0.903,0.927
2206,1.0,23.0,8.0,69.0,23.0,84.0,139.0,38.0,0.016,0.315,0.044,0.932,0.404,0.778,0.903,0.927
2207,1.0,4.0,3.0,69.0,19.0,73.0,138.0,32.0,0.016,0.055,0.016,0.932,0.333,0.676,0.896,0.78
2208,5.0,51.0,8.0,64.0,10.0,14.0,3.0,2.0,0.081,0.699,0.044,0.865,0.175,0.13,0.019,0.049
2209,4.0,50.0,26.0,68.0,26.0,67.0,136.0,38.0,0.065,0.685,0.143,0.919,0.456,0.62,0.883,0.927
2210,9.0,25.0,174.0,68.0,31.0,102.0,140.0,7.0,0.145,0.342,0.956,0.919,0.544,0.944,0.909,0.171
2211,0.0,0.0,4.0,5.0,15.0,4.0,22.0,38.0,0.0,0.0,0.022,0.068,0.263,0.037,0.143,0.927
2212,0.0,0.0,2.0,5.0,15.0,2.0,19.0,32.0,0.0,0.0,0.011,0.068,0.263,0.019,0.123,0.78
2213,55.0,43.0,6.0,0.0,5.0,7.0,5.0,1.0,0.887,0.589,0.033,0.0,0.088,0.065,0.032,0.024
2214,58.0,62.0,41.0,1.0,9.0,7.0,14.0,6.0,0.935,0.849,0.225,0.014,0.158,0.065,0.091,0.146
2215,60.0,44.0,42.0,0.0,5.0,11.0,9.0,1.0,0.968,0.603,0.231,0.0,0.088,0.102,0.058,0.024
2216,58.0,37.0,33.0,0.0,5.0,11.0,23.0,1.0,0.935,0.507,0.181,0.0,0.088,0.102,0.149,0.024
2217,55.0,62.0,6.0,0.0,8.0,0.0,0.0,0.0,0.887,0.849,0.033,0.0,0.14,0.0,0.0,0.0
2218,1.0,1.0,166.0,69.0,27.0,97.0,138.0,36.0,0.016,0.014,0.912,0.932,0.474,0.898,0.896,0.878
2219,55.0,62.0,5.0,0.0,8.0,0.0,0.0,1.0,0.887,0.849,0.027,0.0,0.14,0.0,0.0,0.024
2220,7.0,10.0,169.0,69.0,27.0,101.0,140.0,38.0,0.113,0.137,0.929,0.932,0.474,0.935,0.909,0.927
2221,55.0,51.0,172.0,69.0,30.0,102.0,141.0,8.0,0.887,0.699,0.945,0.932,0.526,0.944,0.916,0.195
2222,63.0,43.0,45.0,0.0,5.0,12.0,18.0,1.0,1.016,0.589,0.247,0.0,0.088,0.111,0.117,0.024
2223,53.0,54.0,21.0,0.0,8.0,7.0,13.0,1.0,0.855,0.74,0.115,0.0,0.14,0.065,0.084,0.024
2224,60.0,62.0,30.0,0.0,9.0,11.0,11.0,0.0,0.968,0.849,0.165,0.0,0.158,0.102,0.071,0.0
2225,4.0,5.0,168.0,68.0,29.0,100.0,140.0,34.0,0.065,0.068,0.923,0.919,0.509,0.926,0.909,0.829
2226,4.0,1.0,0.0,64.0,6.0,1.0,1.0,37.0,0.065,0.014,0.0,0.865,0.105,0.009,0.006,0.902
2227,58.0,35.0,173.0,4.0,23.0,100.0,4.0,0.0,0.935,0.479,0.951,0.054,0.404,0.926,0.026,0.0
2228,59.0,60.0,172.0,64.0,26.0,100.0,4.0,9.0,0.952,0.822,0.945,0.865,0.456,0.926,0.026,0.22
2229,59.0,64.0,172.0,0.0,25.0,99.0,4.0,4.0,0.952,0.877,0.945,0.0,0.439,0.917,0.026,0.098
2230,52.0,35.0,170.0,5.0,29.0,101.0,139.0,8.0,0.839,0.479,0.934,0.068,0.509,0.935,0.903,0.195
2231,0.0,19.0,7.0,69.0,20.0,99.0,140.0,38.0,0.0,0.26,0.038,0.932,0.351,0.917,0.909,0.927
2232,63.0,64.0,169.0,4.0,30.0,73.0,34.0,1.0,1.016,0.877,0.929,0.054,0.526,0.676,0.221,0.024
2233,1.0,9.0,5.0,19.0,17.0,27.0,140.0,38.0,0.016,0.123,0.027,0.257,0.298,0.25,0.909,0.927
2234,11.0,40.0,169.0,69.0,37.0,101.0,141.0,38.0,0.177,0.548,0.929,0.932,0.649,0.935,0.916,0.927
2235,7.0,39.0,169.0,69.0,36.0,9.0,140.0,38.0,0.113,0.534,0.929,0.932,0.632,0.083,0.909,0.927
2236,59.0,40.0,170.0,69.0,35.0,102.0,141.0,38.0,0.952,0.548,0.934,0.932,0.614,0.944,0.916,0.927
2237,2.0,27.0,21.0,69.0,24.0,82.0,140.0,38.0,0.032,0.37,0.115,0.932,0.421,0.759,0.909,0.927
2238,59.0,63.0,34.0,69.0,27.0,101.0,141.0,38.0,0.952,0.863,0.187,0.932,0.474,0.935,0.916,0.927
2239,5.0,35.0,15.0,69.0,25.0,28.0,138.0,38.0,0.081,0.479,0.082,0.932,0.439,0.259,0.896,0.927
2240,4.0,31.0,14.0,69.0,23.0,87.0,135.0,38.0,0.065,0.425,0.077,0.932,0.404,0.806,0.877,0.927
2241,4.0,50.0,12.0,69.0,25.0,91.0,141.0,38.0,0.065,0.685,0.066,0.932,0.439,0.843,0.916,0.927
2242,0.0,25.0,5.0,68.0,23.0,6.0,22.0,38.0,0.0,0.342,0.027,0.919,0.404,0.056,0.143,0.927
2243,1.0,4.0,4.0,69.0,18.0,4.0,8.0,38.0,0.016,0.055,0.022,0.932,0.316,0.037,0.052,0.927
2244,10.0,30.0,29.0,69.0,22.0,99.0,125.0,38.0,0.161,0.411,0.159,0.932,0.386,0.917,0.812,0.927
2245,59.0,59.0,171.0,69.0,33.0,101.0,140.0,38.0,0.952,0.808,0.94,0.932,0.579,0.935,0.909,0.927
2246,1.0,28.0,6.0,69.0,21.0,28.0,139.0,38.0,0.016,0.384,0.033,0.932,0.368,0.259,0.903,0.927
2247,1.0,30.0,3.0,69.0,22.0,6.0,138.0,38.0,0.016,0.411,0.016,0.932,0.386,0.056,0.896,0.927
2248,58.0,63.0,172.0,69.0,34.0,102.0,140.0,38.0,0.935,0.863,0.945,0.932,0.596,0.944,0.909,0.927
2249,0.0,26.0,29.0,69.0,23.0,81.0,139.0,38.0,0.0,0.356,0.159,0.932,0.404,0.75,0.903,0.927
2250,0.0,4.0,1.0,17.0,13.0,3.0,1.0,32.0,0.0,0.055,0.005,0.23,0.228,0.028,0.006,0.78
2251,2.0,6.0,10.0,69.0,18.0,28.0,6.0,37.0,0.032,0.082,0.055,0.932,0.316,0.259,0.039,0.902
2252,5.0,8.0,5.0,69.0,16.0,31.0,139.0,38.0,0.081,0.11,0.027,0.932,0.281,0.287,0.903,0.927
2253,3.0,63.0,33.0,69.0,26.0,29.0,140.0,38.0,0.048,0.863,0.181,0.932,0.456,0.269,0.909,0.927
2254,8.0,30.0,165.0,67.0,34.0,98.0,140.0,37.0,0.129,0.411,0.907,0.905,0.596,0.907,0.909,0.902
2255,0.0,10.0,1.0,61.0,8.0,5.0,0.0,37.0,0.0,0.137,0.005,0.824,0.14,0.046,0.0,0.902
2256,2.0,39.0,7.0,61.0,15.0,6.0,2.0,38.0,0.032,0.534,0.038,0.824,0.263,0.056,0.013,0.927
2257,2.0,39.0,1.0,63.0,16.0,4.0,2.0,38.0,0.032,0.534,0.005,0.851,0.281,0.037,0.013,0.927
2258,2.0,39.0,4.0,66.0,25.0,7.0,2.0,38.0,0.032,0.534,0.022,0.892,0.439,0.065,0.013,0.927
2259,2.0,39.0,3.0,66.0,25.0,8.0,2.0,38.0,0.032,0.534,0.016,0.892,0.439,0.074,0.013,0.927
2260,2.0,38.0,4.0,66.0,25.0,11.0,3.0,38.0,0.032,0.521,0.022,0.892,0.439,0.102,0.019,0.927
2261,59.0,27.0,161.0,6.0,13.0,97.0,139.0,3.0,0.952,0.37,0.885,0.081,0.228,0.898,0.903,0.073
2262,64.0,62.0,171.0,69.0,38.0,100.0,134.0,38.0,1.032,0.849,0.94,0.932,0.667,0.926,0.87,0.927
2263,48.0,24.0,171.0,69.0,30.0,100.0,134.0,36.0,0.774,0.329,0.94,0.932,0.526,0.926,0.87,0.878
2264,44.0,0.0,165.0,69.0,27.0,99.0,134.0,32.0,0.71,0.0,0.907,0.932,0.474,0.917,0.87,0.78
2265,49.0,9.0,159.0,69.0,27.0,99.0,134.0,6.0,0.79,0.123,0.874,0.932,0.474,0.917,0.87,0.146
2266,41.0,23.0,136.0,69.0,17.0,73.0,123.0,34.0,0.661,0.315,0.747,0.932,0.298,0.676,0.799,0.829
2267,18.0,52.0,167.0,69.0,33.0,95.0,134.0,35.0,0.29,0.712,0.918,0.932,0.579,0.88,0.87,0.854
2268,6.0,0.0,1.0,6.0,12.0,1.0,2.0,36.0,0.097,0.0,0.005,0.081,0.211,0.009,0.013,0.878
2269,7.0,0.0,1.0,15.0,14.0,2.0,5.0,34.0,0.113,0.0,0.005,0.203,0.246,0.019,0.032,0.829
2270,1.0,23.0,4.0,4.0,15.0,1.0,3.0,36.0,0.016,0.315,0.022,0.054,0.263,0.009,0.019,0.878
2271,7.0,42.0,4.0,5.0,20.0,1.0,2.0,32.0,0.113,0.575,0.022,0.068,0.351,0.009,0.013,0.78
2272,46.0,20.0,11.0,17.0,18.0,4.0,11.0,33.0,0.742,0.274,0.06,0.23,0.316,0.037,0.071,0.805
2273,11.0,24.0,1.0,0.0,6.0,0.0,2.0,4.0,0.177,0.329,0.005,0.0,0.105,0.0,0.013,0.098
2274,8.0,44.0,17.0,4.0,16.0,5.0,7.0,23.0,0.129,0.603,0.093,0.054,0.281,0.046,0.045,0.561
2275,20.0,32.0,154.0,69.0,21.0,86.0,125.0,34.0,0.323,0.438,0.846,0.932,0.368,0.796,0.812,0.829
2276,1.0,0.0,144.0,66.0,16.0,78.0,122.0,29.0,0.016,0.0,0.791,0.892,0.281,0.722,0.792,0.707
2277,58.0,62.0,3.0,0.0,10.0,0.0,0.0,0.0,0.935,0.849,0.016,0.0,0.175,0.0,0.0,0.0
2278,0.0,0.0,4.0,15.0,15.0,14.0,30.0,34.0,0.0,0.0,0.022,0.203,0.263,0.13,0.195,0.829
2279,0.0,0.0,6.0,17.0,14.0,8.0,30.0,27.0,0.0,0.0,0.033,0.23,0.246,0.074,0.195,0.659
2280,4.0,0.0,152.0,69.0,16.0,99.0,125.0,36.0,0.065,0.0,0.835,0.932,0.281,0.917,0.812,0.878
2281,1.0,0.0,145.0,69.0,15.0,99.0,122.0,13.0,0.016,0.0,0.797,0.932,0.263,0.917,0.792,0.317
2282,7.0,4.0,12.0,23.0,15.0,25.0,32.0,30.0,0.113,0.055,0.066,0.311,0.263,0.231,0.208,0.732
2283,24.0,63.0,3.0,0.0,10.0,0.0,0.0,1.0,0.387,0.863,0.016,0.0,0.175,0.0,0.0,0.024
2284,1.0,0.0,146.0,68.0,16.0,77.0,122.0,29.0,0.016,0.0,0.802,0.919,0.281,0.713,0.792,0.707
2285,14.0,39.0,5.0,0.0,9.0,1.0,0.0,1.0,0.226,0.534,0.027,0.0,0.158,0.009,0.0,0.024
2286,23.0,63.0,5.0,0.0,9.0,1.0,0.0,2.0,0.371,0.863,0.027,0.0,0.158,0.009,0.0,0.049
2287,33.0,63.0,6.0,0.0,10.0,0.0,0.0,0.0,0.532,0.863,0.033,0.0,0.175,0.0,0.0,0.0
2288,0.0,0.0,0.0,13.0,7.0,1.0,7.0,31.0,0.0,0.0,0.0,0.176,0.123,0.009,0.045,0.756
2289,0.0,1.0,1.0,4.0,13.0,1.0,2.0,24.0,0.0,0.014,0.005,0.054,0.228,0.009,0.013,0.585
2290,0.0,0.0,132.0,69.0,16.0,72.0,123.0,28.0,0.0,0.0,0.725,0.932,0.281,0.667,0.799,0.683
2291,8.0,0.0,133.0,65.0,7.0,77.0,129.0,1.0,0.129,0.0,0.731,0.878,0.123,0.713,0.838,0.024
2292,2.0,0.0,155.0,69.0,16.0,87.0,127.0,31.0,0.032,0.0,0.852,0.932,0.281,0.806,0.825,0.756
2293,22.0,63.0,5.0,0.0,9.0,0.0,0.0,1.0,0.355,0.863,0.027,0.0,0.158,0.0,0.0,0.024
2294,46.0,42.0,145.0,66.0,24.0,88.0,126.0,35.0,0.742,0.575,0.797,0.892,0.421,0.815,0.818,0.854
2295,12.0,0.0,144.0,69.0,17.0,86.0,131.0,31.0,0.194,0.0,0.791,0.932,0.298,0.796,0.851,0.756
2296,0.0,0.0,1.0,22.0,16.0,5.0,2.0,35.0,0.0,0.0,0.005,0.297,0.281,0.046,0.013,0.854
2297,2.0,0.0,1.0,17.0,5.0,3.0,1.0,27.0,0.032,0.0,0.005,0.23,0.088,0.028,0.006,0.659
2298,29.0,22.0,10.0,18.0,20.0,6.0,22.0,38.0,0.468,0.301,0.055,0.243,0.351,0.056,0.143,0.927
2299,10.0,35.0,7.0,14.0,5.0,1.0,4.0,36.0,0.161,0.479,0.038,0.189,0.088,0.009,0.026,0.878
2300,9.0,1.0,158.0,69.0,27.0,99.0,129.0,31.0,0.145,0.014,0.868,0.932,0.474,0.917,0.838,0.756
2301,23.0,0.0,159.0,67.0,25.0,99.0,127.0,1.0,0.371,0.0,0.874,0.905,0.439,0.917,0.825,0.024
2302,21.0,63.0,3.0,0.0,9.0,0.0,0.0,1.0,0.339,0.863,0.016,0.0,0.158,0.0,0.0,0.024
2303,24.0,63.0,13.0,4.0,18.0,1.0,1.0,1.0,0.387,0.863,0.071,0.054,0.316,0.009,0.006,0.024
