Title,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%
12771,5.0,23.0,8.0,8.0,10.0,2.0,3.0,24.0,0.081,0.315,0.044,0.108,0.175,0.019,0.019,0.585
12772,2.0,0.0,154.0,67.0,15.0,88.0,129.0,23.0,0.032,0.0,0.846,0.905,0.263,0.815,0.838,0.561
12773,1.0,0.0,50.0,61.0,14.0,76.0,105.0,20.0,0.016,0.0,0.275,0.824,0.246,0.704,0.682,0.488
12774,1.0,0.0,137.0,65.0,15.0,88.0,129.0,26.0,0.016,0.0,0.753,0.878,0.263,0.815,0.838,0.634
12775,1.0,0.0,47.0,64.0,14.0,79.0,101.0,20.0,0.016,0.0,0.258,0.865,0.246,0.731,0.656,0.488
12776,1.0,1.0,50.0,65.0,14.0,76.0,102.0,20.0,0.016,0.014,0.275,0.878,0.246,0.704,0.662,0.488
12777,1.0,14.0,51.0,60.0,12.0,79.0,104.0,0.0,0.016,0.192,0.28,0.811,0.211,0.731,0.675,0.0
12778,1.0,0.0,48.0,64.0,14.0,70.0,102.0,18.0,0.016,0.0,0.264,0.865,0.246,0.648,0.662,0.439
12779,1.0,0.0,46.0,65.0,14.0,85.0,105.0,19.0,0.016,0.0,0.253,0.878,0.246,0.787,0.682,0.463
12780,2.0,16.0,140.0,67.0,14.0,89.0,118.0,23.0,0.032,0.219,0.769,0.905,0.246,0.824,0.766,0.561
12781,1.0,0.0,48.0,65.0,14.0,72.0,103.0,18.0,0.016,0.0,0.264,0.878,0.246,0.667,0.669,0.439
12782,53.0,59.0,24.0,0.0,18.0,15.0,13.0,4.0,0.855,0.808,0.132,0.0,0.316,0.139,0.084,0.098
12783,1.0,0.0,62.0,64.0,15.0,67.0,105.0,17.0,0.016,0.0,0.341,0.865,0.263,0.62,0.682,0.415
12784,5.0,4.0,153.0,67.0,17.0,94.0,131.0,35.0,0.081,0.055,0.841,0.905,0.298,0.87,0.851,0.854
12785,57.0,33.0,153.0,65.0,32.0,97.0,133.0,35.0,0.919,0.452,0.841,0.878,0.561,0.898,0.864,0.854
12786,57.0,59.0,158.0,4.0,32.0,79.0,14.0,0.0,0.919,0.808,0.868,0.054,0.561,0.731,0.091,0.0
12787,1.0,17.0,20.0,66.0,18.0,81.0,126.0,32.0,0.016,0.233,0.11,0.892,0.316,0.75,0.818,0.78
12788,46.0,43.0,146.0,1.0,18.0,47.0,17.0,1.0,0.742,0.589,0.802,0.014,0.316,0.435,0.11,0.024
12789,1.0,11.0,18.0,65.0,19.0,75.0,123.0,33.0,0.016,0.151,0.099,0.878,0.333,0.694,0.799,0.805
12790,11.0,3.0,26.0,64.0,17.0,73.0,133.0,34.0,0.177,0.041,0.143,0.865,0.298,0.676,0.864,0.829
12791,6.0,3.0,149.0,66.0,27.0,86.0,132.0,25.0,0.097,0.041,0.819,0.892,0.474,0.796,0.857,0.61
12792,52.0,51.0,153.0,63.0,34.0,91.0,131.0,36.0,0.839,0.699,0.841,0.851,0.596,0.843,0.851,0.878
12793,53.0,58.0,6.0,0.0,15.0,0.0,1.0,2.0,0.855,0.795,0.033,0.0,0.263,0.0,0.006,0.049
12794,55.0,60.0,153.0,1.0,19.0,3.0,12.0,0.0,0.887,0.822,0.841,0.014,0.333,0.028,0.078,0.0
12795,56.0,42.0,152.0,66.0,29.0,95.0,132.0,1.0,0.903,0.575,0.835,0.892,0.509,0.88,0.857,0.024
12796,47.0,11.0,132.0,64.0,19.0,92.0,134.0,3.0,0.758,0.151,0.725,0.865,0.333,0.852,0.87,0.073
12797,13.0,38.0,146.0,66.0,20.0,96.0,132.0,36.0,0.21,0.521,0.802,0.892,0.351,0.889,0.857,0.878
12798,8.0,7.0,95.0,66.0,19.0,97.0,131.0,36.0,0.129,0.096,0.522,0.892,0.333,0.898,0.851,0.878
12799,11.0,41.0,140.0,66.0,18.0,96.0,126.0,36.0,0.177,0.562,0.769,0.892,0.316,0.889,0.818,0.878
12800,52.0,57.0,153.0,65.0,22.0,94.0,133.0,36.0,0.839,0.781,0.841,0.878,0.386,0.87,0.864,0.878
12801,9.0,25.0,145.0,67.0,20.0,96.0,132.0,34.0,0.145,0.342,0.797,0.905,0.351,0.889,0.857,0.829
12802,14.0,19.0,151.0,66.0,20.0,95.0,134.0,36.0,0.226,0.26,0.83,0.892,0.351,0.88,0.87,0.878
12803,55.0,60.0,145.0,2.0,25.0,5.0,9.0,0.0,0.887,0.822,0.797,0.027,0.439,0.046,0.058,0.0
12804,46.0,56.0,151.0,66.0,19.0,96.0,128.0,35.0,0.742,0.767,0.83,0.892,0.333,0.889,0.831,0.854
12805,7.0,2.0,72.0,66.0,18.0,95.0,133.0,36.0,0.113,0.027,0.396,0.892,0.316,0.88,0.864,0.878
12806,24.0,0.0,145.0,67.0,16.0,96.0,135.0,13.0,0.387,0.0,0.797,0.905,0.281,0.889,0.877,0.317
12807,42.0,25.0,151.0,65.0,28.0,89.0,132.0,36.0,0.677,0.342,0.83,0.878,0.491,0.824,0.857,0.878
12808,12.0,40.0,152.0,64.0,18.0,89.0,135.0,32.0,0.194,0.548,0.835,0.865,0.316,0.824,0.877,0.78
12809,8.0,58.0,1.0,0.0,5.0,0.0,1.0,3.0,0.129,0.795,0.005,0.0,0.088,0.0,0.006,0.073
12810,50.0,40.0,153.0,66.0,27.0,93.0,135.0,3.0,0.806,0.548,0.841,0.892,0.474,0.861,0.877,0.073
12811,47.0,48.0,152.0,67.0,29.0,95.0,135.0,28.0,0.758,0.658,0.835,0.905,0.509,0.88,0.877,0.683
12812,50.0,47.0,153.0,3.0,30.0,94.0,130.0,27.0,0.806,0.644,0.841,0.041,0.526,0.87,0.844,0.659
12813,52.0,48.0,156.0,66.0,31.0,95.0,135.0,31.0,0.839,0.658,0.857,0.892,0.544,0.88,0.877,0.756
12814,53.0,33.0,149.0,0.0,23.0,92.0,130.0,1.0,0.855,0.452,0.819,0.0,0.404,0.852,0.844,0.024
12815,0.0,25.0,9.0,64.0,19.0,6.0,9.0,26.0,0.0,0.342,0.049,0.865,0.333,0.056,0.058,0.634
12816,54.0,57.0,2.0,0.0,10.0,0.0,2.0,3.0,0.871,0.781,0.011,0.0,0.175,0.0,0.013,0.073
12817,49.0,39.0,155.0,65.0,23.0,95.0,135.0,32.0,0.79,0.534,0.852,0.878,0.404,0.88,0.877,0.78
12818,55.0,52.0,146.0,0.0,28.0,93.0,132.0,8.0,0.887,0.712,0.802,0.0,0.491,0.861,0.857,0.195
12819,49.0,26.0,157.0,66.0,31.0,95.0,131.0,32.0,0.79,0.356,0.863,0.892,0.544,0.88,0.851,0.78
12820,50.0,40.0,150.0,1.0,29.0,92.0,119.0,1.0,0.806,0.548,0.824,0.014,0.509,0.852,0.773,0.024
12821,3.0,26.0,154.0,63.0,29.0,94.0,134.0,34.0,0.048,0.356,0.846,0.851,0.509,0.87,0.87,0.829
12822,49.0,43.0,156.0,66.0,29.0,96.0,133.0,9.0,0.79,0.589,0.857,0.892,0.509,0.889,0.864,0.22
12823,48.0,18.0,147.0,9.0,25.0,95.0,128.0,4.0,0.774,0.247,0.808,0.122,0.439,0.88,0.831,0.098
12824,46.0,42.0,151.0,7.0,26.0,92.0,130.0,9.0,0.742,0.575,0.83,0.095,0.456,0.852,0.844,0.22
12825,54.0,60.0,154.0,67.0,34.0,94.0,132.0,35.0,0.871,0.822,0.846,0.905,0.596,0.87,0.857,0.854
12826,53.0,33.0,149.0,62.0,27.0,91.0,130.0,0.0,0.855,0.452,0.819,0.838,0.474,0.843,0.844,0.0
12827,52.0,25.0,147.0,67.0,31.0,92.0,134.0,29.0,0.839,0.342,0.808,0.905,0.544,0.852,0.87,0.707
12828,54.0,38.0,150.0,66.0,29.0,83.0,131.0,4.0,0.871,0.521,0.824,0.892,0.509,0.769,0.851,0.098
12829,53.0,48.0,148.0,0.0,29.0,94.0,131.0,0.0,0.855,0.658,0.813,0.0,0.509,0.87,0.851,0.0
12830,52.0,41.0,153.0,64.0,30.0,92.0,135.0,31.0,0.839,0.562,0.841,0.865,0.526,0.852,0.877,0.756
12831,51.0,23.0,151.0,64.0,26.0,91.0,132.0,6.0,0.823,0.315,0.83,0.865,0.456,0.843,0.857,0.146
12832,52.0,24.0,154.0,66.0,25.0,94.0,136.0,2.0,0.839,0.329,0.846,0.892,0.439,0.87,0.883,0.049
12833,51.0,25.0,147.0,62.0,22.0,92.0,133.0,1.0,0.823,0.342,0.808,0.838,0.386,0.852,0.864,0.024
12834,52.0,40.0,156.0,67.0,30.0,95.0,136.0,27.0,0.839,0.548,0.857,0.905,0.526,0.88,0.883,0.659
12835,52.0,25.0,156.0,66.0,26.0,94.0,134.0,1.0,0.839,0.342,0.857,0.892,0.456,0.87,0.87,0.024
12836,50.0,25.0,153.0,67.0,25.0,94.0,129.0,0.0,0.806,0.342,0.841,0.905,0.439,0.87,0.838,0.0
12837,4.0,20.0,9.0,67.0,15.0,16.0,48.0,33.0,0.065,0.274,0.049,0.905,0.263,0.148,0.312,0.805
12838,52.0,55.0,152.0,61.0,23.0,89.0,19.0,0.0,0.839,0.753,0.835,0.824,0.404,0.824,0.123,0.0
12839,50.0,41.0,151.0,65.0,21.0,95.0,131.0,0.0,0.806,0.562,0.83,0.878,0.368,0.88,0.851,0.0
12840,52.0,40.0,149.0,63.0,28.0,95.0,132.0,0.0,0.839,0.548,0.819,0.851,0.491,0.88,0.857,0.0
12841,47.0,30.0,141.0,63.0,23.0,93.0,122.0,0.0,0.758,0.411,0.775,0.851,0.404,0.861,0.792,0.0
12842,1.0,1.0,4.0,24.0,7.0,4.0,12.0,35.0,0.016,0.014,0.022,0.324,0.123,0.037,0.078,0.854
12843,3.0,22.0,155.0,63.0,25.0,95.0,132.0,0.0,0.048,0.301,0.852,0.851,0.439,0.88,0.857,0.0
12844,0.0,3.0,148.0,62.0,16.0,90.0,125.0,23.0,0.0,0.041,0.813,0.838,0.281,0.833,0.812,0.561
12845,0.0,0.0,149.0,65.0,14.0,91.0,123.0,4.0,0.0,0.0,0.819,0.878,0.246,0.843,0.799,0.098
12846,0.0,0.0,152.0,65.0,14.0,94.0,127.0,21.0,0.0,0.0,0.835,0.878,0.246,0.87,0.825,0.512
12847,0.0,0.0,152.0,64.0,15.0,94.0,123.0,8.0,0.0,0.0,0.835,0.865,0.263,0.87,0.799,0.195
12848,0.0,33.0,149.0,64.0,28.0,95.0,131.0,35.0,0.0,0.452,0.819,0.865,0.491,0.88,0.851,0.854
12849,9.0,0.0,157.0,65.0,24.0,90.0,127.0,9.0,0.145,0.0,0.863,0.878,0.421,0.833,0.825,0.22
12850,9.0,0.0,151.0,63.0,24.0,89.0,126.0,8.0,0.145,0.0,0.83,0.851,0.421,0.824,0.818,0.195
12851,9.0,0.0,151.0,65.0,15.0,90.0,129.0,30.0,0.145,0.0,0.83,0.878,0.263,0.833,0.838,0.732
12852,0.0,0.0,141.0,64.0,14.0,89.0,124.0,9.0,0.0,0.0,0.775,0.865,0.246,0.824,0.805,0.22
12853,0.0,0.0,136.0,64.0,17.0,82.0,126.0,24.0,0.0,0.0,0.747,0.865,0.298,0.759,0.818,0.585
12854,0.0,0.0,103.0,62.0,14.0,73.0,115.0,10.0,0.0,0.0,0.566,0.838,0.246,0.676,0.747,0.244
12855,0.0,0.0,143.0,65.0,16.0,88.0,124.0,29.0,0.0,0.0,0.786,0.878,0.281,0.815,0.805,0.707
12856,0.0,18.0,150.0,64.0,17.0,89.0,126.0,18.0,0.0,0.247,0.824,0.865,0.298,0.824,0.818,0.439
12857,0.0,0.0,145.0,65.0,15.0,81.0,120.0,28.0,0.0,0.0,0.797,0.878,0.263,0.75,0.779,0.683
12858,11.0,0.0,156.0,65.0,24.0,90.0,126.0,8.0,0.177,0.0,0.857,0.878,0.421,0.833,0.818,0.195
12859,0.0,0.0,155.0,65.0,24.0,90.0,131.0,17.0,0.0,0.0,0.852,0.878,0.421,0.833,0.851,0.415
12860,2.0,0.0,157.0,65.0,26.0,90.0,130.0,35.0,0.032,0.0,0.863,0.878,0.456,0.833,0.844,0.854
12861,11.0,0.0,153.0,63.0,15.0,88.0,129.0,32.0,0.177,0.0,0.841,0.851,0.263,0.815,0.838,0.78
12862,7.0,0.0,149.0,63.0,24.0,89.0,126.0,6.0,0.113,0.0,0.819,0.851,0.421,0.824,0.818,0.146
12863,0.0,0.0,142.0,63.0,27.0,75.0,124.0,28.0,0.0,0.0,0.78,0.851,0.474,0.694,0.805,0.683
12864,1.0,0.0,155.0,64.0,27.0,86.0,132.0,35.0,0.016,0.0,0.852,0.865,0.474,0.796,0.857,0.854
12865,0.0,0.0,146.0,62.0,16.0,76.0,129.0,32.0,0.0,0.0,0.802,0.838,0.281,0.704,0.838,0.78
12866,1.0,0.0,158.0,65.0,25.0,92.0,132.0,8.0,0.016,0.0,0.868,0.878,0.439,0.852,0.857,0.195
12867,0.0,0.0,143.0,64.0,15.0,88.0,124.0,30.0,0.0,0.0,0.786,0.865,0.263,0.815,0.805,0.732
12868,0.0,1.0,146.0,65.0,16.0,88.0,124.0,29.0,0.0,0.014,0.802,0.878,0.281,0.815,0.805,0.707
12869,2.0,7.0,154.0,63.0,14.0,87.0,129.0,12.0,0.032,0.096,0.846,0.851,0.246,0.806,0.838,0.293
12870,51.0,51.0,159.0,1.0,26.0,91.0,101.0,0.0,0.823,0.699,0.874,0.014,0.456,0.843,0.656,0.0
12871,55.0,57.0,161.0,64.0,36.0,95.0,131.0,28.0,0.887,0.781,0.885,0.865,0.632,0.88,0.851,0.683
12872,56.0,59.0,144.0,1.0,19.0,1.0,1.0,0.0,0.903,0.808,0.791,0.014,0.333,0.009,0.006,0.0
12873,51.0,58.0,132.0,1.0,21.0,2.0,3.0,0.0,0.823,0.795,0.725,0.014,0.368,0.019,0.019,0.0
12874,6.0,17.0,2.0,6.0,17.0,0.0,1.0,29.0,0.097,0.233,0.011,0.081,0.298,0.0,0.006,0.707
12875,1.0,0.0,159.0,60.0,5.0,95.0,130.0,1.0,0.016,0.0,0.874,0.811,0.088,0.88,0.844,0.024
12876,14.0,58.0,8.0,62.0,32.0,78.0,131.0,37.0,0.226,0.795,0.044,0.838,0.561,0.722,0.851,0.902
12877,5.0,4.0,0.0,8.0,14.0,0.0,2.0,26.0,0.081,0.055,0.0,0.108,0.246,0.0,0.013,0.634
12878,6.0,10.0,22.0,64.0,17.0,66.0,90.0,32.0,0.097,0.137,0.121,0.865,0.298,0.611,0.584,0.78
12879,7.0,10.0,15.0,64.0,17.0,87.0,104.0,33.0,0.113,0.137,0.082,0.865,0.298,0.806,0.675,0.805
12880,55.0,60.0,11.0,1.0,28.0,2.0,4.0,23.0,0.887,0.822,0.06,0.014,0.491,0.019,0.026,0.561
12881,2.0,16.0,155.0,0.0,12.0,2.0,0.0,0.0,0.032,0.219,0.852,0.0,0.211,0.019,0.0,0.0
12882,47.0,21.0,57.0,65.0,19.0,83.0,132.0,35.0,0.758,0.288,0.313,0.878,0.333,0.769,0.857,0.854
12883,47.0,28.0,3.0,65.0,28.0,88.0,134.0,37.0,0.758,0.384,0.016,0.878,0.491,0.815,0.87,0.902
12884,12.0,61.0,7.0,0.0,27.0,1.0,0.0,2.0,0.194,0.836,0.038,0.0,0.474,0.009,0.0,0.049
12885,24.0,60.0,2.0,0.0,25.0,3.0,0.0,2.0,0.387,0.822,0.011,0.0,0.439,0.028,0.0,0.049
12886,51.0,23.0,13.0,65.0,25.0,87.0,125.0,4.0,0.823,0.315,0.071,0.878,0.439,0.806,0.812,0.098
12887,53.0,61.0,3.0,0.0,30.0,2.0,0.0,6.0,0.855,0.836,0.016,0.0,0.526,0.019,0.0,0.146
12888,49.0,11.0,1.0,65.0,19.0,84.0,6.0,33.0,0.79,0.151,0.005,0.878,0.333,0.778,0.039,0.805
12889,46.0,0.0,150.0,63.0,17.0,95.0,133.0,29.0,0.742,0.0,0.824,0.851,0.298,0.88,0.864,0.707
12890,47.0,25.0,158.0,36.0,29.0,93.0,131.0,36.0,0.758,0.342,0.868,0.486,0.509,0.861,0.851,0.878
12891,42.0,25.0,159.0,63.0,29.0,95.0,134.0,37.0,0.677,0.342,0.874,0.851,0.509,0.88,0.87,0.902
12892,49.0,10.0,153.0,60.0,23.0,90.0,127.0,36.0,0.79,0.137,0.841,0.811,0.404,0.833,0.825,0.878
12893,47.0,13.0,157.0,65.0,29.0,93.0,132.0,37.0,0.758,0.178,0.863,0.878,0.509,0.861,0.857,0.902
12894,1.0,8.0,3.0,62.0,17.0,33.0,130.0,37.0,0.016,0.11,0.016,0.838,0.298,0.306,0.844,0.902
12895,50.0,36.0,152.0,0.0,15.0,4.0,3.0,2.0,0.806,0.493,0.835,0.0,0.263,0.037,0.019,0.049
12896,4.0,29.0,7.0,65.0,18.0,90.0,132.0,37.0,0.065,0.397,0.038,0.878,0.316,0.833,0.857,0.902
12897,6.0,29.0,0.0,65.0,17.0,3.0,130.0,37.0,0.097,0.397,0.0,0.878,0.298,0.028,0.844,0.902
12898,54.0,55.0,157.0,64.0,30.0,90.0,133.0,36.0,0.871,0.753,0.863,0.865,0.526,0.833,0.864,0.878
12899,4.0,33.0,1.0,65.0,21.0,95.0,129.0,36.0,0.065,0.452,0.005,0.878,0.368,0.88,0.838,0.878
12900,2.0,11.0,158.0,0.0,15.0,1.0,1.0,0.0,0.032,0.151,0.868,0.0,0.263,0.009,0.006,0.0
12901,54.0,59.0,157.0,0.0,24.0,3.0,127.0,0.0,0.871,0.808,0.863,0.0,0.421,0.028,0.825,0.0
12902,2.0,31.0,0.0,64.0,17.0,94.0,134.0,37.0,0.032,0.425,0.0,0.865,0.298,0.87,0.87,0.902
12903,2.0,35.0,159.0,64.0,19.0,94.0,134.0,35.0,0.032,0.479,0.874,0.865,0.333,0.87,0.87,0.854
12904,0.0,27.0,153.0,64.0,16.0,90.0,130.0,34.0,0.0,0.37,0.841,0.865,0.281,0.833,0.844,0.829
12905,4.0,1.0,13.0,65.0,15.0,94.0,134.0,35.0,0.065,0.014,0.071,0.878,0.263,0.87,0.87,0.854
12906,15.0,57.0,2.0,63.0,29.0,95.0,131.0,37.0,0.242,0.781,0.011,0.851,0.509,0.88,0.851,0.902
12907,7.0,23.0,155.0,65.0,28.0,94.0,132.0,37.0,0.113,0.315,0.852,0.878,0.491,0.87,0.857,0.902
12908,49.0,1.0,155.0,61.0,28.0,96.0,131.0,37.0,0.79,0.014,0.852,0.824,0.491,0.889,0.851,0.902
12909,42.0,3.0,157.0,64.0,30.0,96.0,131.0,34.0,0.677,0.041,0.863,0.865,0.526,0.889,0.851,0.829
12910,53.0,45.0,156.0,64.0,32.0,95.0,130.0,37.0,0.855,0.616,0.857,0.865,0.561,0.88,0.844,0.902
12911,49.0,47.0,159.0,63.0,33.0,94.0,130.0,36.0,0.79,0.644,0.874,0.851,0.579,0.87,0.844,0.878
12912,48.0,22.0,159.0,64.0,33.0,95.0,131.0,37.0,0.774,0.301,0.874,0.865,0.579,0.88,0.851,0.902
12913,44.0,14.0,158.0,65.0,33.0,95.0,132.0,36.0,0.71,0.192,0.868,0.878,0.579,0.88,0.857,0.878
12914,43.0,1.0,160.0,64.0,26.0,96.0,133.0,32.0,0.694,0.014,0.879,0.865,0.456,0.889,0.864,0.78
12915,8.0,56.0,3.0,1.0,27.0,0.0,1.0,1.0,0.129,0.767,0.016,0.014,0.474,0.0,0.006,0.024
12916,14.0,57.0,2.0,1.0,25.0,0.0,1.0,0.0,0.226,0.781,0.011,0.014,0.439,0.0,0.006,0.0
12917,40.0,0.0,159.0,64.0,27.0,95.0,130.0,30.0,0.645,0.0,0.874,0.865,0.474,0.88,0.844,0.732
12918,41.0,0.0,157.0,63.0,27.0,95.0,128.0,31.0,0.661,0.0,0.863,0.851,0.474,0.88,0.831,0.756
12919,41.0,0.0,155.0,65.0,28.0,93.0,128.0,34.0,0.661,0.0,0.852,0.878,0.491,0.861,0.831,0.829
12920,8.0,1.0,156.0,65.0,27.0,92.0,132.0,34.0,0.129,0.014,0.857,0.878,0.474,0.852,0.857,0.829
12921,41.0,13.0,160.0,64.0,29.0,93.0,132.0,37.0,0.661,0.178,0.879,0.865,0.509,0.861,0.857,0.902
12922,42.0,1.0,154.0,64.0,27.0,95.0,129.0,37.0,0.677,0.014,0.846,0.865,0.474,0.88,0.838,0.902
12923,41.0,0.0,159.0,64.0,32.0,95.0,132.0,36.0,0.661,0.0,0.874,0.865,0.561,0.88,0.857,0.878
12924,42.0,21.0,160.0,63.0,31.0,96.0,130.0,37.0,0.677,0.288,0.879,0.851,0.544,0.889,0.844,0.902
12925,44.0,0.0,159.0,64.0,29.0,96.0,130.0,37.0,0.71,0.0,0.874,0.865,0.509,0.889,0.844,0.902
12926,45.0,20.0,158.0,64.0,29.0,93.0,129.0,33.0,0.726,0.274,0.868,0.865,0.509,0.861,0.838,0.805
12927,43.0,0.0,156.0,64.0,29.0,94.0,131.0,33.0,0.694,0.0,0.857,0.865,0.509,0.87,0.851,0.805
12928,45.0,0.0,160.0,64.0,28.0,96.0,131.0,35.0,0.726,0.0,0.879,0.865,0.491,0.889,0.851,0.854
12929,45.0,17.0,151.0,61.0,30.0,95.0,128.0,33.0,0.726,0.233,0.83,0.824,0.526,0.88,0.831,0.805
12930,40.0,0.0,157.0,65.0,29.0,96.0,131.0,26.0,0.645,0.0,0.863,0.878,0.509,0.889,0.851,0.634
12931,46.0,0.0,159.0,65.0,31.0,95.0,131.0,37.0,0.742,0.0,0.874,0.878,0.544,0.88,0.851,0.902
12932,46.0,0.0,160.0,65.0,28.0,96.0,130.0,35.0,0.742,0.0,0.879,0.878,0.491,0.889,0.844,0.854
12933,47.0,16.0,158.0,64.0,32.0,94.0,132.0,35.0,0.758,0.219,0.868,0.865,0.561,0.87,0.857,0.854
12934,46.0,16.0,160.0,64.0,30.0,95.0,134.0,32.0,0.742,0.219,0.879,0.865,0.526,0.88,0.87,0.78
12935,0.0,0.0,152.0,65.0,15.0,94.0,132.0,34.0,0.0,0.0,0.835,0.878,0.263,0.87,0.857,0.829
12936,48.0,17.0,161.0,63.0,32.0,94.0,134.0,35.0,0.774,0.233,0.885,0.851,0.561,0.87,0.87,0.854
12937,40.0,0.0,158.0,64.0,27.0,93.0,131.0,32.0,0.645,0.0,0.868,0.865,0.474,0.861,0.851,0.78
12938,41.0,0.0,158.0,65.0,29.0,93.0,131.0,35.0,0.661,0.0,0.868,0.878,0.509,0.861,0.851,0.854
12939,48.0,38.0,128.0,55.0,31.0,86.0,118.0,25.0,0.774,0.521,0.703,0.743,0.544,0.796,0.766,0.61
12940,45.0,20.0,154.0,6.0,29.0,96.0,124.0,32.0,0.726,0.274,0.846,0.081,0.509,0.889,0.805,0.78
12941,50.0,51.0,12.0,0.0,19.0,3.0,4.0,0.0,0.806,0.699,0.066,0.0,0.333,0.028,0.026,0.0
12942,4.0,3.0,156.0,65.0,16.0,96.0,127.0,37.0,0.065,0.041,0.857,0.878,0.281,0.889,0.825,0.902
12943,43.0,0.0,160.0,65.0,29.0,96.0,129.0,34.0,0.694,0.0,0.879,0.878,0.509,0.889,0.838,0.829
12944,41.0,0.0,160.0,65.0,29.0,89.0,129.0,34.0,0.661,0.0,0.879,0.878,0.509,0.824,0.838,0.829
12945,42.0,0.0,159.0,64.0,32.0,95.0,133.0,33.0,0.677,0.0,0.874,0.865,0.561,0.88,0.864,0.805
12946,39.0,0.0,157.0,65.0,30.0,95.0,130.0,34.0,0.629,0.0,0.863,0.878,0.526,0.88,0.844,0.829
12947,46.0,0.0,160.0,65.0,28.0,96.0,131.0,35.0,0.742,0.0,0.879,0.878,0.491,0.889,0.851,0.854
12948,43.0,15.0,159.0,61.0,32.0,93.0,132.0,35.0,0.694,0.205,0.874,0.824,0.561,0.861,0.857,0.854
12949,3.0,0.0,158.0,65.0,16.0,95.0,130.0,36.0,0.048,0.0,0.868,0.878,0.281,0.88,0.844,0.878
12950,44.0,25.0,160.0,65.0,29.0,95.0,130.0,33.0,0.71,0.342,0.879,0.878,0.509,0.88,0.844,0.805
12951,48.0,41.0,161.0,64.0,22.0,95.0,130.0,35.0,0.774,0.562,0.885,0.865,0.386,0.88,0.844,0.854
12952,47.0,0.0,158.0,65.0,27.0,94.0,127.0,29.0,0.758,0.0,0.868,0.878,0.474,0.87,0.825,0.707
12953,47.0,20.0,159.0,65.0,30.0,93.0,130.0,28.0,0.758,0.274,0.874,0.878,0.526,0.861,0.844,0.683
12954,48.0,15.0,158.0,65.0,28.0,96.0,131.0,28.0,0.774,0.205,0.868,0.878,0.491,0.889,0.851,0.683
12955,46.0,15.0,157.0,65.0,32.0,96.0,130.0,31.0,0.742,0.205,0.863,0.878,0.561,0.889,0.844,0.756
12956,48.0,19.0,158.0,64.0,27.0,95.0,131.0,32.0,0.774,0.26,0.868,0.865,0.474,0.88,0.851,0.78
12957,45.0,0.0,160.0,65.0,28.0,95.0,129.0,35.0,0.726,0.0,0.879,0.878,0.491,0.88,0.838,0.854
12958,48.0,15.0,159.0,65.0,30.0,95.0,130.0,34.0,0.774,0.205,0.874,0.878,0.526,0.88,0.844,0.829
12959,46.0,0.0,159.0,62.0,30.0,95.0,129.0,33.0,0.742,0.0,0.874,0.838,0.526,0.88,0.838,0.805
12960,38.0,0.0,157.0,64.0,28.0,96.0,128.0,35.0,0.613,0.0,0.863,0.865,0.491,0.889,0.831,0.854
12961,38.0,0.0,143.0,62.0,26.0,81.0,117.0,32.0,0.613,0.0,0.786,0.838,0.456,0.75,0.76,0.78
12962,6.0,1.0,138.0,57.0,12.0,89.0,111.0,18.0,0.097,0.014,0.758,0.77,0.211,0.824,0.721,0.439
12963,6.0,1.0,141.0,56.0,13.0,92.0,113.0,19.0,0.097,0.014,0.775,0.757,0.228,0.852,0.734,0.463
12964,52.0,54.0,144.0,63.0,32.0,94.0,117.0,33.0,0.839,0.74,0.791,0.851,0.561,0.87,0.76,0.805
12965,7.0,56.0,6.0,0.0,6.0,3.0,0.0,1.0,0.113,0.767,0.033,0.0,0.105,0.028,0.0,0.024
12966,53.0,50.0,119.0,0.0,17.0,24.0,8.0,5.0,0.855,0.685,0.654,0.0,0.298,0.222,0.052,0.122
12967,48.0,47.0,29.0,1.0,14.0,12.0,3.0,5.0,0.774,0.644,0.159,0.014,0.246,0.111,0.019,0.122
12968,53.0,47.0,100.0,0.0,14.0,20.0,3.0,4.0,0.855,0.644,0.549,0.0,0.246,0.185,0.019,0.098
12969,52.0,24.0,145.0,65.0,16.0,95.0,118.0,11.0,0.839,0.329,0.797,0.878,0.281,0.88,0.766,0.268
12970,0.0,1.0,2.0,65.0,17.0,7.0,19.0,30.0,0.0,0.014,0.011,0.878,0.298,0.065,0.123,0.732
12971,6.0,48.0,3.0,65.0,19.0,29.0,36.0,33.0,0.097,0.658,0.016,0.878,0.333,0.269,0.234,0.805
12972,42.0,42.0,139.0,65.0,29.0,25.0,118.0,32.0,0.677,0.575,0.764,0.878,0.509,0.231,0.766,0.78
12973,0.0,1.0,1.0,63.0,17.0,5.0,12.0,31.0,0.0,0.014,0.005,0.851,0.298,0.046,0.078,0.756
12974,0.0,0.0,0.0,65.0,12.0,31.0,3.0,22.0,0.0,0.0,0.0,0.878,0.211,0.287,0.019,0.537
12975,3.0,0.0,148.0,62.0,14.0,93.0,116.0,0.0,0.048,0.0,0.813,0.838,0.246,0.861,0.753,0.0
12976,0.0,1.0,0.0,1.0,9.0,0.0,0.0,33.0,0.0,0.014,0.0,0.014,0.158,0.0,0.0,0.805
12977,0.0,0.0,0.0,64.0,15.0,6.0,26.0,33.0,0.0,0.0,0.0,0.865,0.263,0.056,0.169,0.805
